 # webanno.custom.Events | Events # webanno.custom.Participants | Participants | Participant # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=The simplest way to make cake is with a mix .
1-1	The	O	O	O	_	_	
1-2	simplest	O	O	O	_	_	
1-3	way	O	O	O	_	_	
1-4	to	O	O	O	_	_	
1-5	make	B-Evoking	O	O	_	_	
1-6	cake	I-Evoking	B-ScrPart_cake	B-webanno.custom.Participants_	webanno.custom.Corefchains_	4-4	
1-7	is	B-UnrelEv	O	O	_	_	
1-8	with	O	O	O	_	_	
1-9	a	O	O	O	_	_	
1-10	mix	O	B-ScrPart_ingredients	B-webanno.custom.Participants_	webanno.custom.Corefchains_	2-4	
1-11	.	O	O	O	_	_	

#id=2
#text=Just open the box and mix in some eggs , some water , and maybe some oil .
2-1	Just	O	O	O	_	_	
2-2	open	B-ScrEv_prepare_ingredients	O	O	_	_	
2-3	the	O	O	O	_	_	
2-4	box	O	B-ScrPart_ingredients	B-webanno.custom.Participants_	webanno.custom.Corefchains_	4-8	
2-5	and	O	O	O	_	_	
2-6	mix	B-ScrEv_add_ingredients	O	O	_	_	
2-7	in	I-ScrEv_add_ingredients	O	O	_	_	
2-8	some	O	O	O	_	_	
2-9	eggs	O	B-ScrPart_ingredients	B-webanno.custom.Participants_	webanno.custom.Corefchains_	12-5	
2-10	,	O	O	O	_	_	
2-11	some	O	O	O	_	_	
2-12	water	O	B-ScrPart_ingredients	B-webanno.custom.Participants_	_	_	
2-13	,	O	O	O	_	_	
2-14	and	O	O	O	_	_	
2-15	maybe	O	O	O	_	_	
2-16	some	O	O	O	_	_	
2-17	oil	O	B-ScrPart_ingredients	B-webanno.custom.Participants_	_	_	
2-18	.	O	O	O	_	_	

#id=3
#text=Grease two round pans by rubbing them with a stick of butter , pour in the batter , bake as directed and you are done .
3-1	Grease	B-ScrEv_grease_cake_tin	O	O	_	_	
3-2	two	O	O	O	_	_	
3-3	round	O	O	O	_	_	
3-4	pans	O	B-ScrPart_cake_tin	B-webanno.custom.Participants_	webanno.custom.Corefchains_	3-7	
3-5	by	O	O	O	_	_	
3-6	rubbing	B-ScrEv_grease_cake_tin	O	O	_	_	
3-7	them	O	B-ScrPart_cake_tin	B-webanno.custom.Participants_	webanno.custom.Corefchains_	10-5	
3-8	with	O	O	O	_	_	
3-9	a	O	O	O	_	_	
3-10	stick	O	O	O	_	_	
3-11	of	O	O	O	_	_	
