 # webanno.custom.Events | Events # webanno.custom.Participants | Participants | Participant # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=Baking a cake is so much fun .
1-1	Baking	B-Evoking	O	O	_	_	
1-2	a	I-Evoking	O	O	_	_	
1-3	cake	I-Evoking	B-ScrPart_cake	B-webanno.custom.Participants_	_	_	
1-4	is	B-UnrelEv	O	O	_	_	
1-5	so	O	O	O	_	_	
1-6	much	O	O	O	_	_	
1-7	fun	O	O	O	_	_	
1-8	.	O	O	O	_	_	

#id=2
#text=I always love to buy the package from the grocery store since this is the easiest way .
2-1	I	O	B-ScrPart_cook	B-webanno.custom.Participants_	_	_	
2-2	always	O	O	O	_	_	
2-3	love	B-UnrelEv	O	O	_	_	
2-4	to	O	O	O	_	_	
2-5	buy	B-ScrEv_get_ingredients	O	O	_	_	
2-6	the	O	O	O	_	_	
2-7	package	O	B-ScrPart_ingredients	B-webanno.custom.Participants_	_	_	
2-8	from	O	O	O	_	_	
2-9	the	O	O	O	_	_	
2-10	grocery	O	B-ScrPart_store	B-webanno.custom.Participants_	_	_	
2-11	store	O	I-ScrPart_store|B-ScrPart_store	I-webanno.custom.Participants_|B-webanno.custom.Participants_	_	_	
2-12	since	O	O	O	_	_	
2-13	this	O	O	O	_	_	
2-14	is	B-UnrelEv	O	O	_	_	
2-15	the	O	O	O	_	_	
2-16	easiest	O	O	O	_	_	
2-17	way	O	O	O	_	_	
2-18	.	O	O	O	_	_	

#id=3
#text=You just need to mix the package with some eggs and oil .
3-1	You	O	B-ScrPart_cook	B-webanno.custom.Participants_	webanno.custom.Corefchains_	2-1	
3-2	just	O	O	O	_	_	
3-3	need	B-UnrelEv	O	O	_	_	
3-4	to	O	O	O	_	_	
3-5	mix	B-ScrEv_make_dough	O	O	_	_	
3-6	the	O	O	O	_	_	
3-7	package	O	B-ScrPart_ingredients	B-webanno.custom.Participants_	webanno.custom.Corefchains_	2-7	
3-8	with	O	O	O	_	_	
3-9	some	O	O	O	_	_	
3-10	eggs	O	B-ScrPart_ingredients	B-webanno.custom.Participants_	_	_	
3-11	and	O	O	O	_	_	
3-12	oil	O	B-ScrPart_ingredients	B-webanno.custom.Participants_	_	_	
3-13	.	O	O	O	_	_	

#id=4
#text=First I would pre-heat the oven to about four hundred degrees .
4-1	First	O	O	O	_	_	
4-2	I	O	B-ScrPart_cook	B-webanno.custom.Participants_	webanno.custom.Corefchains_	3-1	
4-3	would	B-UnrelEv	O	O	_	_	
4-4	pre-heat	B-ScrEv_preheat	O	O	_	_	
4-5	the	O	O	O	_	_	
4-6	oven	O	B-ScrPart_oven	B-webanno.custom.Participants_	_	_	
4-7	to	O	O	O	_	_	
4-8	about	O	O	O	_	_	
4-9	four	O	O	O	_	_	
4-10	hundred	O	O	O	_	_	
4-11	degrees	O	B-ScrPart_temperature	B-webanno.custom.Participants_	_	_	
4-12	.	O	O	O	_	_	

#id=5
#text=Then mix all the cake batter ingredients all together until the consistency of the cake mix is smooth and there are no chunks .
5-1	Then	O	O	O	_	_	
5-2	mix	B-ScrEv_make_dough	O	O	_	_	
5-3	all	O	O	O	_	_	
5-4	the	O	O	O	_	_	
5-5	cake	O	B-ScrPart_cake	B-webanno.custom.Participants_	webanno.custom.Corefchains_	1-3	
5-6	batter	O	B-ScrPart_dough	B-webanno.custom.Participants_	_	_	
5-7	ingredients	O	B-ScrPart_ingredients	B-webanno.custom.Participants_	_	_	
5-8	all	O	O	O	_	_	
5-9	together	O	O	O	_	_	
5-10	until	O	O	O	_	_	
5-11	the	O	O	O	_	_	
5-12	consistency	O	B-NPart	B-webanno.custom.Participants_	_	_	
5-13	of	O	O	O	_	_	
5-14	the	O	O	O	_	_	
5-15	cake	O	B-ScrPart_dough	B-webanno.custom.Participants_	_	_	
5-16	mix	O	I-ScrPart_dough|B-ScrPart_dough	I-webanno.custom.Participants_|B-webanno.custom.Participants_	_	_	
5-17	is	B-UnrelEv	O	O	_	_	
5-18	smooth	O	O	O	_	_	
5-19	and	O	O	O	_	_	
5-20	there	O	O	O	_	_	
5-21	are	B-UnrelEv	O	O	_	_	
5-22	no	O	O	O	_	_	
5-23	chunks	O	B-MissScrPart	B-webanno.custom.Participants_	_	_	
5-24	.	O	O	O	_	_	

#id=6
#text=Then I slowly pour the batter into a cake pan and ensure that the batter is even in the pan .
6-1	Then	O	O	O	_	_	
6-2	I	O	B-ScrPart_cook	B-webanno.custom.Participants_	webanno.custom.Corefchains_	4-2	
6-3	slowly	O	O	O	_	_	
6-4	pour	B-ScrEv_pour_dough	O	O	_	_	
6-5	the	O	O	O	_	_	
6-6	batter	O	B-ScrPart_dough	B-webanno.custom.Participants_	webanno.custom.Corefchains_	5-16	
6-7	into	O	O	O	_	_	
6-8	a	O	O	O	_	_	
6-9	cake	O	B-ScrPart_cake_tin	B-webanno.custom.Participants_	_	_	
6-10	pan	O	I-ScrPart_cake_tin|B-ScrPart_cake_tin	I-webanno.custom.Participants_|B-webanno.custom.Participants_	_	_	
6-11	and	O	O	O	_	_	
6-12	ensure	B-RelNScrEv	O	O	_	_	
6-13	that	O	O	O	_	_	
6-14	the	O	O	O	_	_	
6-15	batter	O	B-ScrPart_dough	B-webanno.custom.Participants_	webanno.custom.Corefchains_	6-6	
6-16	is	O	O	O	_	_	
6-17	even	O	O	O	_	_	
6-18	in	O	O	O	_	_	
6-19	the	O	O	O	_	_	
6-20	pan	O	B-ScrPart_cake_tin	B-webanno.custom.Participants_	webanno.custom.Corefchains_	6-10	
6-21	.	O	O	O	_	_	

#id=7
#text=Sometimes I use cooking spray to oil the pan and sometimes I forget but honestly I feel like it does not make that big of a difference .
7-1	Sometimes	O	O	O	_	_	
7-2	I	O	B-ScrPart_cook	B-webanno.custom.Participants_	webanno.custom.Corefchains_	6-2	
7-3	use	B-UnrelEv	O	O	_	_	
7-4	cooking	O	B-ScrPart_ingredients	B-webanno.custom.Participants_	_	_	
7-5	spray	O	I-ScrPart_ingredients|B-ScrPart_ingredients	I-webanno.custom.Participants_|B-webanno.custom.Participants_	_	_	
7-6	to	O	O	O	_	_	
7-7	oil	B-ScrEv_grease_cake_tin	O	O	_	_	
7-8	the	O	O	O	_	_	
7-9	pan	O	B-ScrPart_cake_tin	B-webanno.custom.Participants_	webanno.custom.Corefchains_	6-20	
7-10	and	O	O	O	_	_	
7-11	sometimes	O	O	O	_	_	
7-12	I	O	B-ScrPart_cook	B-webanno.custom.Participants_	webanno.custom.Corefchains_	7-2	
7-13	forget	B-UnrelEv	O	O	_	_	
7-14	but	O	O	O	_	_	
7-15	honestly	O	O	O	_	_	
7-16	I	O	B-ScrPart_cook	B-webanno.custom.Participants_	webanno.custom.Corefchains_	7-12	
7-17	feel	B-UnrelEv	O	O	_	_	
7-18	like	O	O	O	_	_	
7-19	it	O	O	O	_	_	
7-20	does	O	O	O	_	_	
7-21	not	O	O	O	_	_	
7-22	make	B-UnrelEv	O	O	_	_	
7-23	that	O	O	O	_	_	
7-24	big	O	O	O	_	_	
7-25	of	O	O	O	_	_	
7-26	a	O	O	O	_	_	
7-27	difference	O	O	O	_	_	
7-28	.	O	O	O	_	_	

#id=8
#text=Then I cook the cake and wait until it is done .
8-1	Then	O	O	O	_	_	
8-2	I	O	B-ScrPart_cook	B-webanno.custom.Participants_	webanno.custom.Corefchains_	7-16	
8-3	cook	B-ScrEv_put_cake_oven	O	O	_	_	
8-4	the	O	O	O	_	_	
8-5	cake	O	B-ScrPart_cake	B-webanno.custom.Participants_	webanno.custom.Corefchains_	5-5	
8-6	and	O	O	O	_	_	
8-7	wait	B-ScrEv_wait	O	O	_	_	
8-8	until	O	O	O	_	_	
8-9	it	O	B-ScrPart_cake	B-webanno.custom.Participants_	webanno.custom.Corefchains_	8-5	
8-10	is	O	O	O	_	_	
8-11	done	B-UnrelEv	O	O	_	_	
8-12	.	O	O	O	_	_	

#id=9
#text=Sometimes I like to look through the window on the oven door and watch how the cake will rise in the cake pan .
9-1	Sometimes	O	O	O	_	_	
9-2	I	O	B-ScrPart_cook	B-webanno.custom.Participants_	webanno.custom.Corefchains_	8-2	
9-3	like	B-UnrelEv	O	O	_	_	
9-4	to	O	O	O	_	_	
9-5	look	B-UnrelEv|B-UnrelEv	O	O	_	_	
9-6	through	I-UnrelEv	O	O	_	_	
9-7	the	O	O	O	_	_	
9-8	window	O	B-MissScrPart	B-webanno.custom.Participants_	_	_	
