 # webanno.custom.Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=Today I decided to visit one of my friends that I have n't seen in a very long time .
1-1	Today	O	O	_	_	
1-2	I	B-ScrPart_passenger	O	_	_	
1-3	decided	O	B-UnrelEv	_	_	
1-4	to	O	O	_	_	
1-5	visit	O	B-UnrelEv	_	_	
1-6	one	O	O	_	_	
1-7	of	O	O	_	_	
1-8	my	B-ScrPart_passenger	O	webanno.custom.Corefchains_	1-2	
1-9	friends	O	O	_	_	
1-10	that	O	O	_	_	
1-11	I	B-ScrPart_passenger	O	webanno.custom.Corefchains_	1-8	
1-12	have	O	O	_	_	
1-13	n't	O	O	_	_	
1-14	seen	O	B-UnrelEv	_	_	
1-15	in	O	O	_	_	
1-16	a	O	O	_	_	
1-17	very	O	O	_	_	
1-18	long	O	O	_	_	
1-19	time	O	O	_	_	
1-20	.	O	O	_	_	

#id=2
#text=They just moved into a new apartment and they invited me over .
2-1	They	O	O	_	_	
2-2	just	O	O	_	_	
2-3	moved	O	B-UnrelEv	_	_	
2-4	into	O	O	_	_	
2-5	a	O	O	_	_	
2-6	new	O	O	_	_	
2-7	apartment	O	O	_	_	
2-8	and	O	O	_	_	
2-9	they	O	O	_	_	
2-10	invited	O	B-UnrelEv	_	_	
2-11	me	B-ScrPart_passenger	O	webanno.custom.Corefchains_	1-11	
2-12	over	O	O	_	_	
2-13	.	O	O	_	_	

#id=3
#text=They gave me their address but I was n't sure how to get there by train .
3-1	They	O	O	_	_	
3-2	gave	O	B-UnrelEv	_	_	
3-3	me	B-ScrPart_passenger	O	webanno.custom.Corefchains_	2-11	
3-4	their	O	O	_	_	
3-5	address	O	O	_	_	
3-6	but	O	O	_	_	
3-7	I	B-ScrPart_passenger	O	webanno.custom.Corefchains_	3-3	
3-8	was	O	B-UnrelEv	_	_	
3-9	n't	O	O	_	_	
3-10	sure	O	O	_	_	
3-11	how	O	O	_	_	
3-12	to	O	O	_	_	
3-13	get	O	B-Evoking	_	_	
3-14	there	O	I-Evoking	_	_	
3-15	by	O	I-Evoking	_	_	
3-16	train	B-ScrPart_train	I-Evoking	_	_	
3-17	.	O	O	_	_	

#id=4
#text=The first thing I did when I got to the train station was see what train goes to their neighborhood .
4-1	The	O	O	_	_	
4-2	first	O	O	_	_	
4-3	thing	O	O	_	_	
4-4	I	B-ScrPart_passenger	O	webanno.custom.Corefchains_	3-7	
4-5	did	O	B-UnrelEv	_	_	
4-6	when	O	O	_	_	
4-7	I	B-ScrPart_passenger	O	webanno.custom.Corefchains_	4-4	
4-8	got	O	B-ScrEv_get_train_station	_	_	
4-9	to	O	O	_	_	
4-10	the	O	O	_	_	
4-11	train	B-ScrPart_train_station	O	_	_	
4-12	station	I-ScrPart_train_station|B-ScrPart_train_station	O	_	_	
4-13	was	O	O	_	_	
4-14	see	O	B-ScrEv_check_time-table	_	_	
4-15	what	O	O	_	_	
4-16	train	B-ScrPart_train	O	webanno.custom.Corefchains_	3-16	
