 # webanno.custom.Participants | Participant | Participants # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=A year ago I had to go visit my relatives who lives in England .
1-1	A	O	O	O	_	_	
1-2	year	O	O	O	_	_	
1-3	ago	O	O	O	_	_	
1-4	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	_	_	
1-5	had	O	O	O	_	_	
1-6	to	O	O	O	_	_	
1-7	go	O	O	O	_	_	
1-8	visit	O	O	B-RelNScrEv	_	_	
1-9	my	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	1-4	
1-10	relatives	O	O	O	_	_	
1-11	who	O	O	O	_	_	
1-12	lives	O	O	B-UnrelEv	_	_	
1-13	in	O	O	O	_	_	
1-14	England	B-webanno.custom.Participants_	B-ScrPart_target_location	O	_	_	
1-15	.	O	O	O	_	_	

#id=2
#text=Of course this meant the only viable method of travel would be to fly on an airplane .
2-1	Of	O	O	O	_	_	
2-2	course	O	O	O	_	_	
2-3	this	O	O	O	_	_	
2-4	meant	O	O	B-UnrelEv	_	_	
2-5	the	O	O	O	_	_	
2-6	only	O	O	O	_	_	
2-7	viable	O	O	O	_	_	
2-8	method	O	O	O	_	_	
2-9	of	O	O	O	_	_	
2-10	travel	O	O	O	_	_	
2-11	would	O	O	O	_	_	
2-12	be	O	O	O	_	_	
2-13	to	O	O	O	_	_	
2-14	fly	O	O	B-Evoking	_	_	
2-15	on	O	O	I-Evoking	_	_	
2-16	an	O	O	I-Evoking	_	_	
2-17	airplane	B-webanno.custom.Participants_	B-ScrPart_plane	I-Evoking	_	_	
2-18	.	O	O	O	_	_	

#id=3
#text=I 've never flown on an airplane before so I was n't sure what the process involved .
3-1	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	1-9	
3-2	've	O	O	O	_	_	
3-3	never	O	O	O	_	_	
3-4	flown	O	O	B-Evoking	_	_	
3-5	on	O	O	I-Evoking	_	_	
3-6	an	O	O	I-Evoking	_	_	
3-7	airplane	B-webanno.custom.Participants_	B-ScrPart_plane	I-Evoking	webanno.custom.Corefchains_	2-17	
3-8	before	O	O	O	_	_	
3-9	so	O	O	O	_	_	
3-10	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	3-1	
3-11	was	O	O	B-UnrelEv	_	_	
3-12	n't	O	O	O	_	_	
3-13	sure	O	O	O	_	_	
3-14	what	O	O	O	_	_	
3-15	the	O	O	O	_	_	
3-16	process	O	O	O	_	_	
3-17	involved	O	O	B-UnrelEv	_	_	
3-18	.	O	O	O	_	_	

#id=4
#text=I decided to go online and do some research about what I would need to do .
4-1	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	3-10	
4-2	decided	O	O	B-UnrelEv	_	_	
4-3	to	O	O	O	_	_	
4-4	go	O	O	B-UnrelEv	_	_	
4-5	online	O	O	O	_	_	
4-6	and	O	O	O	_	_	
4-7	do	O	O	B-RelNScrEv	_	_	
4-8	some	O	O	O	_	_	
4-9	research	B-webanno.custom.Participants_	B-SuppVComp	O	_	_	
4-10	about	O	O	O	_	_	
4-11	what	O	O	O	_	_	
