 # webanno.custom.Participants | Participant | Participants # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=I wanted to take a trip to see my friends .
1-1	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	1-9	
1-2	wanted	O	O	B-UnrelEv	_	_	
1-3	to	O	O	O	_	_	
1-4	take	O	O	B-Evoking	_	_	
1-5	a	O	O	I-Evoking	_	_	
1-6	trip	B-webanno.custom.Participants_	B-ScrPart_flight	I-Evoking	webanno.custom.Corefchains_	3-13	
1-7	to	O	O	O	_	_	
1-8	see	O	O	B-UnrelEv	_	_	
1-9	my	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	2-6	
1-10	friends	O	O	O	_	_	
1-11	.	O	O	O	_	_	

#id=2
#text=Since they lived far away I decided to fly in an airplane to go see them .
2-1	Since	O	O	O	_	_	
2-2	they	O	O	O	_	_	
2-3	lived	O	O	B-UnrelEv	_	_	
2-4	far	O	O	O	_	_	
2-5	away	O	O	O	_	_	
2-6	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	3-1	
2-7	decided	O	O	B-UnrelEv	_	_	
2-8	to	O	O	O	_	_	
2-9	fly	O	O	B-Evoking	_	_	
2-10	in	O	O	I-Evoking	_	_	
2-11	an	O	O	I-Evoking	_	_	
2-12	airplane	B-webanno.custom.Participants_	B-ScrPart_plane	I-Evoking	webanno.custom.Corefchains_	13-23	
2-13	to	O	O	O	_	_	
2-14	go	O	O	B-UnrelEv	_	_	
2-15	see	O	O	B-UnrelEv	_	_	
2-16	them	O	O	O	_	_	
2-17	.	O	O	O	_	_	

#id=3
#text=I went to an online website for the airline to book my flight .
3-1	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	3-12	
3-2	went	O	O	B-UnrelEv	_	_	
3-3	to	O	O	O	_	_	
3-4	an	O	O	O	_	_	
3-5	online	O	O	O	_	_	
3-6	website	O	O	O	_	_	
3-7	for	O	O	O	_	_	
3-8	the	O	O	O	_	_	
3-9	airline	O	O	O	_	_	
3-10	to	O	O	O	_	_	
3-11	book	O	O	B-ScrEv_get_ticket	_	_	
3-12	my	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	4-1	
3-13	flight	B-webanno.custom.Participants_	B-ScrPart_flight	O	webanno.custom.Corefchains_	4-14	
3-14	.	O	O	O	_	_	

#id=4
#text=I chose a window seat so I could enjoy the scenery on the flight .
4-1	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	4-7	
4-2	chose	O	O	O	_	_	
4-3	a	O	O	O	_	_	
