6,1,1,-1,2
6,1,1,-1,2
6,1,1,-1,2
6,1,0,-1,2
6,1,0,-1,1
6,1,0,-1,0
6,1,0,-1,0
6,94,1,-1,13
6,94,0,-1,13
6,94,0,-1,12
6,94,0,-1,11
6,94,0,-1,10
6,94,0,-1,9
6,94,0,-1,8
6,94,0,-1,7
6,94,0,-1,6
6,94,0,-1,5
6,94,0,-1,4
6,94,0,-1,3
6,94,0,-1,2
6,94,0,-1,1
6,94,0,-1,0
6,94,0,-1,0
6,40,1,155,1,77,1,-1,15
6,40,1,155,1,77,1,-1,14
6,40,1,155,1,77,0,-1,14
6,40,1,155,1,77,0,-1,13
6,40,1,155,1,77,0,-1,12
6,40,1,155,1,77,0,-1,11
6,40,1,155,1,77,0,-1,10
6,40,1,155,1,77,0,-1,9
6,40,1,155,1,77,0,-1,8
6,40,0,155,1,77,0,-1,8
6,40,0,155,1,77,0,-1,7
6,40,0,155,1,77,0,-1,6
6,40,0,155,1,77,0,-1,5
6,40,0,155,1,77,0,-1,4
6,40,0,155,0,77,0,-1,4
6,40,0,155,0,77,0,-1,3
6,40,0,155,0,77,0,-1,2
6,40,0,155,0,77,0,-1,1
6,40,0,155,0,77,0,-1,0
6,40,0,155,0,77,0,-1,0
6,21,1,-1,17
6,21,1,-1,16
6,21,1,-1,15
6,21,1,-1,14
6,21,1,-1,13
6,21,1,-1,12
6,21,0,-1,12
6,21,0,-1,11
6,21,0,-1,10
6,21,0,-1,9
6,21,0,-1,8
6,21,0,-1,7
6,21,0,-1,6
6,21,0,-1,5
6,21,0,-1,4
6,21,0,-1,3
6,21,0,-1,2
6,21,0,-1,1
6,21,0,-1,0
6,21,0,-1,0
6,54,1,-1,11
6,54,1,-1,10
6,54,1,-1,9
6,54,1,-1,8
6,54,1,-1,7
6,54,1,-1,6
6,54,0,-1,6
6,54,0,-1,5
6,54,0,-1,4
6,54,0,-1,3
6,54,0,-1,2
6,54,0,-1,1
6,54,0,-1,0
6,54,0,-1,0
6,98,1,-1,7
6,98,1,-1,6
6,98,0,-1,6
6,98,0,-1,5
6,98,0,-1,4
6,98,0,-1,3
6,98,0,-1,2
6,98,0,-1,1
6,98,0,-1,0
6,98,0,-1,0
6,-1,9
6,-1,8
6,-1,7
6,-1,6
6,-1,5
6,-1,4
6,-1,3
6,-1,2
6,-1,1
6,-1,0
6,-1,0
6,54,2,-1,18
6,54,2,-1,18
6,54,1,-1,18
6,54,1,-1,17
6,54,1,-1,16
6,54,1,-1,15
6,54,1,-1,14
6,54,1,-1,13
6,54,1,-1,12
6,54,1,-1,11
6,54,1,-1,10
