 # webanno.custom.Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=Most people grocery shop once a week .
1-1	Most	O	O	_	_	
1-2	people	B-ScrPart_shopper	O	_	_	
1-3	grocery	O	B-Evoking	_	_	
1-4	shop	O	I-Evoking|B-ScrEv_go_grocery	_	_	
1-5	once	O	O	_	_	
1-6	a	O	O	_	_	
1-7	week	O	O	_	_	
1-8	.	O	O	_	_	

#id=2
#text=In my house that really does n't work for us ; my wife and I work shifts that could change and we never know when our son will or wo n't be home so when I shop for groceries it 's only looking one or two days ahead .
2-1	In	O	O	_	_	
2-2	my	B-ScrPart_shopper	O	_	_	
2-3	house	O	O	_	_	
2-4	that	O	O	_	_	
2-5	really	O	O	_	_	
2-6	does	O	O	_	_	
2-7	n't	O	O	_	_	
2-8	work	O	B-UnrelEv	_	_	
2-9	for	O	O	_	_	
2-10	us	O	O	_	_	
2-11	;	O	O	_	_	
2-12	my	B-ScrPart_shopper	O	webanno.custom.Corefchains_	2-2	
2-13	wife	O	O	_	_	
2-14	and	O	O	_	_	
2-15	I	B-ScrPart_shopper	O	webanno.custom.Corefchains_	2-12	
2-16	work	O	B-UnrelEv	_	_	
2-17	shifts	O	O	_	_	
2-18	that	O	O	_	_	
2-19	could	O	O	_	_	
2-20	change	O	B-UnrelEv	_	_	
2-21	and	O	O	_	_	
2-22	we	O	O	_	_	
2-23	never	O	O	_	_	
2-24	know	O	B-UnrelEv	_	_	
2-25	when	O	O	_	_	
2-26	our	O	O	_	_	
2-27	son	O	O	_	_	
2-28	will	O	O	_	_	
2-29	or	O	O	_	_	
2-30	wo	O	O	_	_	
2-31	n't	O	O	_	_	
2-32	be	O	B-UnrelEv	_	_	
2-33	home	O	O	_	_	
2-34	so	O	O	_	_	
2-35	when	O	O	_	_	
2-36	I	B-ScrPart_shopper	O	webanno.custom.Corefchains_	2-15	
2-37	shop	O	B-ScrEv_go_grocery	_	_	
2-38	for	O	O	_	_	
2-39	groceries	B-ScrPart_groceries	O	_	_	
2-40	it	O	O	_	_	
2-41	's	O	O	_	_	
2-42	only	O	O	_	_	
2-43	looking	O	B-UnrelEv	_	_	
2-44	one	O	O	_	_	
2-45	or	O	O	_	_	
2-46	two	O	O	_	_	
2-47	days	O	O	_	_	
2-48	ahead	O	O	_	_	
2-49	.	O	O	_	_	

#id=3
#text=There 's two places that I usually go for my groceries ; I either shop at Wegmans , which is a grocery store near where I work , or Walmart , of which there are two near me , about equal distances from where I work .
3-1	There	O	O	_	_	
3-2	's	O	O	_	_	
3-3	two	O	O	_	_	
3-4	places	B-ScrPart_grocery_shop	O	_	_	
3-5	that	O	O	_	_	
