 # webanno.custom.Participants | Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=It was my sisters birthday recently and she wanted to have a cake , of course .
1-1	It	B-No_label	B-webanno.custom.Participants_	O	_	_	
1-2	was	O	O	B-UnrelEv	_	_	
1-3	my	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
1-4	sisters	B-ScrPart_beneficiary	B-webanno.custom.Participants_	O	_	_	
1-5	birthday	B-NPart	B-webanno.custom.Participants_	O	_	_	
1-6	recently	O	O	O	_	_	
1-7	and	O	O	O	_	_	
1-8	she	B-ScrPart_beneficiary	B-webanno.custom.Participants_	O	_	_	
1-9	wanted	O	O	O	_	_	
1-10	to	O	O	O	_	_	
1-11	have	O	O	B-UnrelEv	_	_	
1-12	a	O	O	O	_	_	
1-13	cake	B-ScrPart_cake	B-webanno.custom.Participants_	O	_	_	
1-14	,	O	O	O	_	_	
1-15	of	O	O	O	_	_	
1-16	course	B-No_label	B-webanno.custom.Participants_	O	_	_	
1-17	.	O	O	O	_	_	

#id=2
#text=She likes chocolate , so she chose a chocolate cake .
2-1	She	B-ScrPart_beneficiary	B-webanno.custom.Participants_	O	_	_	
2-2	likes	O	O	B-UnrelEv	_	_	
2-3	chocolate	B-ScrPart_ingredients	B-webanno.custom.Participants_	O	_	_	
2-4	,	O	O	O	_	_	
2-5	so	O	O	O	_	_	
2-6	she	B-ScrPart_beneficiary	B-webanno.custom.Participants_	O	_	_	
2-7	chose	O	O	B-UnrelEv	_	_	
2-8	a	O	O	O	_	_	
2-9	chocolate	B-ScrPart_cake	B-webanno.custom.Participants_	O	_	_	
2-10	cake	I-ScrPart_cake|B-ScrPart_cake	I-webanno.custom.Participants_|B-webanno.custom.Participants_	O	_	_	
2-11	.	O	O	O	_	_	

#id=3
#text=We always bake our own cakes rather than purchasing them , so I knew we needed to find a tried and true recipe .
3-1	We	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
3-2	always	O	O	O	_	_	
3-3	bake	O	O	B-Evoking	_	_	
