 # webanno.custom.Participants | Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=This weekend I decided to do something special with my son .
1-1	This	O	O	O	_	_	
1-2	weekend	B-NPart	B-webanno.custom.Participants_	O	_	_	
1-3	I	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
1-4	decided	O	O	B-UnrelEv	_	_	
1-5	to	O	O	O	_	_	
1-6	do	O	O	B-UnrelEv	_	_	
1-7	something	B-No_label	B-webanno.custom.Participants_	O	_	_	
1-8	special	O	O	O	_	_	
1-9	with	O	O	O	_	_	
1-10	my	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
1-11	son	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
1-12	.	O	O	O	_	_	

#id=2
#text=He been asking me to bake a cake with him so I figured today would be a good day to do so .
2-1	He	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
2-2	been	O	O	O	_	_	
2-3	asking	O	O	B-UnrelEv	_	_	
2-4	me	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
2-5	to	O	O	O	_	_	
2-6	bake	O	O	B-Evoking	_	_	
2-7	a	O	O	I-Evoking	_	_	
2-8	cake	B-ScrPart_cake	B-webanno.custom.Participants_	I-Evoking	_	_	
2-9	with	O	O	O	_	_	
2-10	him	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
2-11	so	O	O	O	_	_	
2-12	I	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
2-13	figured	O	O	B-UnrelEv	_	_	
2-14	today	O	O	O	_	_	
2-15	would	O	O	O	_	_	
2-16	be	O	O	B-UnrelEv	_	_	
2-17	a	O	O	O	_	_	
2-18	good	O	O	O	_	_	
2-19	day	B-NPart	B-webanno.custom.Participants_	O	_	_	
2-20	to	O	O	O	_	_	
2-21	do	O	O	B-UnrelEv	_	_	
2-22	so	O	O	O	_	_	
2-23	.	O	O	O	_	_	

#id=3
#text=We went to the store and bought all the ingredients we needed .
3-1	We	B-ScrPart_cook	B-webanno.custom.Participants_	O	_	_	
3-2	went	O	O	B-RelNScrEv	_	_	
3-3	to	O	O	O	_	_	
