 # webanno.custom.Participants | Participants | Participant # webanno.custom.Events | Events
#id=1
#text=Today , I decided to bake a cake .
1-1	Today	B-NPart	B-webanno.custom.Participants_	O	
1-2	,	O	O	O	
1-3	I	B-ScrPart_cook	B-webanno.custom.Participants_	O	
1-4	decided	O	O	B-UnrelEv	
1-5	to	O	O	O	
1-6	bake	O	O	B-Evoking	
1-7	a	O	O	I-Evoking	
1-8	cake	B-ScrPart_cake	B-webanno.custom.Participants_	I-Evoking	
1-9	.	O	O	O	

#id=2
#text=First , I preheated the oven to 350 degrees .
2-1	First	O	O	O	
2-2	,	O	O	O	
2-3	I	B-ScrPart_cook	B-webanno.custom.Participants_	O	
2-4	preheated	O	O	B-ScrEv_preheat	
2-5	the	O	O	O	
2-6	oven	B-ScrPart_oven	B-webanno.custom.Participants_	O	
2-7	to	O	O	O	
2-8	350	O	O	O	
2-9	degrees	B-ScrPart_temperature	B-webanno.custom.Participants_	O	
2-10	.	O	O	O	

#id=3
#text=Then , I gathered all the ingredients I would need .
3-1	Then	O	O	O	
3-2	,	O	O	O	
3-3	I	B-ScrPart_cook	B-webanno.custom.Participants_	O	
3-4	gathered	O	O	B-ScrEv_get_ingredients	
3-5	all	O	O	O	
3-6	the	O	O	O	
3-7	ingredients	B-ScrPart_ingredients	B-webanno.custom.Participants_	O	
3-8	I	B-ScrPart_cook	B-webanno.custom.Participants_	O	
3-9	would	O	O	O	
3-10	need	O	O	B-UnrelEv	
3-11	.	O	O	O	

#id=4
#text=I needed eggs , flour , water , sugar , oil , salt , and baking power .
4-1	I	B-ScrPart_cook	B-webanno.custom.Participants_	O	
4-2	needed	O	O	B-UnrelEv	
4-3	eggs	B-ScrPart_ingredients	B-webanno.custom.Participants_	O	
4-4	,	O	O	O	
4-5	flour	B-ScrPart_ingredients	B-webanno.custom.Participants_	O	
4-6	,	O	O	O	
4-7	water	B-ScrPart_ingredients	B-webanno.custom.Participants_	O	
4-8	,	O	O	O	
4-9	sugar	B-ScrPart_ingredients	B-webanno.custom.Participants_	O	
4-10	,	O	O	O	
4-11	oil	B-ScrPart_ingredients	B-webanno.custom.Participants_	O	
4-12	,	O	O	O	
4-13	salt	B-ScrPart_ingredients	B-webanno.custom.Participants_	O	
4-14	,	O	O	O	
4-15	and	O	O	O	
4-16	baking	B-ScrPart_ingredients	B-webanno.custom.Participants_	O	
