 # webanno.custom.Participants | Participant # webanno.custom.Events | Event | Events
#id=1
#text=I really like to take the bus when I have to run errands .
1-1	I	B-ScrPart_passenger	O	O	
1-2	really	O	O	O	
1-3	like	O	B-webanno.custom.Events_	B-UnrelEv	
1-4	to	O	O	O	
1-5	take	O	B-webanno.custom.Events_	B-Evoking	
1-6	the	O	I-webanno.custom.Events_	I-Evoking	
1-7	bus	B-ScrPart_bus	I-webanno.custom.Events_	I-Evoking	
1-8	when	O	O	O	
1-9	I	B-ScrPart_passenger	O	O	
1-10	have	O	O	O	
1-11	to	O	O	O	
1-12	run	O	B-webanno.custom.Events_	B-UnrelEv	
1-13	errands	B-NPart	O	O	
1-14	.	O	O	O	

#id=2
#text=There is a bus stop right outside of my apartment building .
2-1	There	O	O	O	
2-2	is	O	B-webanno.custom.Events_	B-UnrelEv	
2-3	a	O	O	O	
2-4	bus	B-ScrPart_bus_stop	O	O	
2-5	stop	I-ScrPart_bus_stop|B-ScrPart_bus_stop	O	O	
2-6	right	O	O	O	
2-7	outside	O	O	O	
2-8	of	O	O	O	
2-9	my	B-ScrPart_passenger	O	O	
2-10	apartment	B-NPart	O	O	
2-11	building	I-NPart|B-NPart	O	O	
2-12	.	O	O	O	

#id=3
#text=When I have to go to the store , I wait at the bus stop .
3-1	When	O	O	O	
3-2	I	B-ScrPart_passenger	O	O	
3-3	have	O	O	O	
3-4	to	O	O	O	
3-5	go	O	B-webanno.custom.Events_	B-UnrelEv	
3-6	to	O	O	O	
3-7	the	O	O	O	
3-8	store	B-NPart	O	O	
3-9	,	O	O	O	
3-10	I	B-ScrPart_passenger	O	O	
3-11	wait	O	B-webanno.custom.Events_	B-ScrEv_wait	
3-12	at	O	O	O	
3-13	the	O	O	O	
3-14	bus	B-ScrPart_bus_stop	O	O	
3-15	stop	I-ScrPart_bus_stop|B-ScrPart_bus_stop	O	O	
3-16	.	O	O	O	

#id=4
#text=When the bus pulls up , I pay the bus fare using quarters .
4-1	When	O	O	O	
4-2	the	O	O	O	
4-3	bus	B-ScrPart_bus	O	O	
4-4	pulls	O	B-webanno.custom.Events_	B-ScrEv_bus_comes	
4-5	up	O	I-webanno.custom.Events_	I-ScrEv_bus_comes	
4-6	,	O	O	O	
4-7	I	B-ScrPart_passenger	O	O	
4-8	pay	O	B-webanno.custom.Events_	B-ScrEv_get_ticket	
4-9	the	O	O	O	
4-10	bus	B-ScrPart_money	O	O	
4-11	fare	I-ScrPart_money|B-ScrPart_money	O	O	
4-12	using	O	B-webanno.custom.Events_	B-UnrelEv	
4-13	quarters	B-ScrPart_money	O	O	
4-14	.	O	O	O	

#id=5
#text=It costs six quarters to ride the bus .
5-1	It	B-No_label	O	O	
5-2	costs	O	B-webanno.custom.Events_	B-ScrEv_get_ticket	
5-3	six	O	O	O	
5-4	quarters	B-ScrPart_money	O	O	
5-5	to	O	O	O	
5-6	ride	O	B-webanno.custom.Events_	B-Evoking	
5-7	the	O	I-webanno.custom.Events_	I-Evoking	
5-8	bus	B-ScrPart_bus	I-webanno.custom.Events_	I-Evoking	
5-9	.	O	O	O	

#id=6
#text=The bus makes lots of different stops before it gets to the grocery store , so I am on it for several minutes .
6-1	The	O	O	O	
6-2	bus	B-ScrPart_bus	O	O	
6-3	makes	O	B-webanno.custom.Events_	B-ScrEv_bus_stops	
6-4	lots	B-Head_of_Partitive	O	O	
6-5	of	O	O	O	
6-6	different	O	O	O	
6-7	stops	B-ScrPart_bus_stop	O	O	
6-8	before	O	O	O	
6-9	it	B-ScrPart_bus	O	O	
6-10	gets	O	B-webanno.custom.Events_	B-ScrEv_bus_stops	
6-11	to	O	O	O	
6-12	the	O	O	O	
6-13	grocery	B-ScrPart_destination	O	O	
6-14	store	I-ScrPart_destination|B-ScrPart_destination	O	O	
6-15	,	O	O	O	
6-16	so	O	O	O	
6-17	I	B-ScrPart_passenger	O	O	
6-18	am	O	B-webanno.custom.Events_	B-ScrEv_ride	
6-19	on	O	I-webanno.custom.Events_	I-ScrEv_ride	
6-20	it	B-ScrPart_bus	O	O	
6-21	for	O	O	O	
6-22	several	O	O	O	
6-23	minutes	B-ScrPart_time/date	O	O	
6-24	.	O	O	O	

#id=7
#text=I sit quietly in my seat .
7-1	I	B-ScrPart_passenger	O	O	
7-2	sit	O	B-webanno.custom.Events_	B-ScrEv_take_seat	
7-3	quietly	O	O	O	
7-4	in	O	O	O	
7-5	my	B-ScrPart_passenger	O	O	
7-6	seat	B-ScrPart_seat_in_bus	O	O	
7-7	.	O	O	O	

#id=8
#text=Sometimes other people on the bus will say hello and we will have a small conversation .
8-1	Sometimes	O	O	O	
8-2	other	O	O	O	
8-3	people	B-ScrPart_passenger	O	O	
8-4	on	O	O	O	
8-5	the	O	O	O	
8-6	bus	B-ScrPart_bus	O	O	
8-7	will	O	O	O	
8-8	say	O	B-webanno.custom.Events_	B-ScrEv_spend_time_bus	
8-9	hello	B-NPart	O	O	
8-10	and	O	O	O	
8-11	we	B-ScrPart_passenger	O	O	
8-12	will	O	O	O	
8-13	have	O	B-webanno.custom.Events_	B-ScrEv_spend_time_bus	
8-14	a	O	O	O	
8-15	small	O	O	O	
8-16	conversation	B-ScrPart_in-bus_entertainment	O	O	
8-17	.	O	O	O	

#id=9
#text=When I get to the store and finish shopping , I wait at another bus stop so I can go home .
9-1	When	O	O	O	
9-2	I	B-ScrPart_passenger	O	O	
9-3	get	O	B-webanno.custom.Events_	B-ScrEv_bus_stops	
9-4	to	O	O	O	
9-5	the	O	O	O	
9-6	store	B-ScrPart_destination	O	O	
9-7	and	O	O	O	
9-8	finish	O	B-webanno.custom.Events_	B-UnrelEv	
9-9	shopping	O	B-webanno.custom.Events_	B-UnrelEv	
9-10	,	O	O	O	
9-11	I	B-ScrPart_passenger	O	O	
9-12	wait	O	B-webanno.custom.Events_	B-ScrEv_wait	
9-13	at	O	O	O	
9-14	another	O	O	O	
9-15	bus	B-ScrPart_bus_stop	O	O	
9-16	stop	I-ScrPart_bus_stop|B-ScrPart_bus_stop	O	O	
9-17	so	O	O	O	
9-18	I	B-ScrPart_passenger	O	O	
9-19	can	O	O	O	
9-20	go	O	B-webanno.custom.Events_	B-Evoking	
9-21	home	B-ScrPart_destination	I-Evoking	I-webanno.custom.Events_	
9-22	.	O	O	O	

#id=10
#text=I pay the bus fare again , sit in my seat and patiently wait for the bus to get to my apartment .
10-1	I	B-ScrPart_passenger	O	O	
10-2	pay	O	B-webanno.custom.Events_	B-ScrEv_get_ticket	
10-3	the	O	O	O	
10-4	bus	B-ScrPart_money	O	O	
10-5	fare	I-ScrPart_money	O	O	
10-6	again	O	O	O	
10-7	,	O	O	O	
10-8	sit	O	B-webanno.custom.Events_	B-ScrEv_take_seat	
10-9	in	O	O	O	
10-10	my	B-ScrPart_passenger	O	O	
10-11	seat	B-ScrPart_seat_in_bus	O	O	
10-12	and	O	O	O	
10-13	patiently	O	O	O	
10-14	wait	O	B-webanno.custom.Events_	B-ScrEv_ride	
10-15	for	O	I-webanno.custom.Events_	I-ScrEv_ride	
10-16	the	O	O	O	
10-17	bus	B-ScrPart_bus	O	O	
10-18	to	O	O	O	
10-19	get	O	B-webanno.custom.Events_	B-ScrEv_bus_stops	
10-20	to	O	I-webanno.custom.Events_	I-ScrEv_bus_stops	
10-21	my	B-ScrPart_passenger	O	O	
10-22	apartment	B-ScrPart_destination	O	O	
10-23	.	O	O	O	

#id=11
#text=When it stops in front of my apartment , I get off the bus and go inside . 
11-1	When	O	O	O	
11-2	it	B-ScrPart_bus	O	O	
11-3	stops	O	B-webanno.custom.Events_	B-ScrEv_bus_stops	
11-4	in	O	O	O	
11-5	front	O	O	O	
11-6	of	O	O	O	
11-7	my	B-ScrPart_passenger	O	O	
11-8	apartment	B-ScrPart_destination	O	O	
11-9	,	O	O	O	
11-10	I	B-ScrPart_passenger	O	O	
11-11	get	O	B-webanno.custom.Events_	B-ScrEv_get_off	
11-12	off	O	I-webanno.custom.Events_	I-ScrEv_get_off	
11-13	the	O	O	O	
11-14	bus	B-ScrPart_bus	O	O	
11-15	and	O	O	O	
11-16	go	O	B-webanno.custom.Events_	B-UnrelEv	
11-17	inside	O	O	O	
11-18	.	O	O	O	

