 # webanno.custom.Participants | Participant # webanno.custom.Events | Event | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=My boss gave me tickets to the Pittsburgh Penguins hockey game .
1-1	My	B-ScrPart_passenger	O	O	_	_	
1-2	boss	B-NPart	O	O	_	_	
1-3	gave	O	B-webanno.custom.Events_	B-UnrelEv	_	_	
1-4	me	B-ScrPart_passenger	O	O	_	_	
1-5	tickets	B-NPart	O	O	_	_	
1-6	to	O	O	O	_	_	
1-7	the	O	O	O	_	_	
1-8	Pittsburgh	B-NPart	O	O	_	_	
1-9	Penguins	I-NPart	O	O	_	_	
1-10	hockey	I-NPart	O	O	_	_	
1-11	game	I-NPart|B-NPart	O	O	_	_	
1-12	.	O	O	O	_	_	

#id=2
#text=The penguins play in the Downtown area of my city .
2-1	The	O	O	O	_	_	
2-2	penguins	B-NPart	O	O	_	_	
2-3	play	O	B-webanno.custom.Events_	B-UnrelEv	_	_	
2-4	in	O	O	O	_	_	
2-5	the	O	O	O	_	_	
2-6	Downtown	B-NPart	O	O	_	_	
2-7	area	I-NPart|B-NPart	O	O	_	_	
2-8	of	O	O	O	_	_	
2-9	my	B-ScrPart_passenger	O	O	_	_	
2-10	city	B-NPart	O	O	_	_	
2-11	.	O	O	O	_	_	

#id=3
#text=I live in a busy city so driving a car to the downtown area is n't always the best idea .
3-1	I	B-ScrPart_passenger	O	O	_	_	
3-2	live	O	B-webanno.custom.Events_	B-UnrelEv	_	_	
3-3	in	O	O	O	_	_	
3-4	a	O	O	O	_	_	
3-5	busy	O	O	O	_	_	
3-6	city	B-NPart	O	O	_	_	
3-7	so	O	O	O	_	_	
3-8	driving	O	B-webanno.custom.Events_	B-UnrelEv	_	_	
3-9	a	O	O	O	_	_	
3-10	car	B-NPart	O	O	_	_	
3-11	to	O	O	O	_	_	
3-12	the	O	O	O	_	_	
3-13	downtown	B-NPart	O	O	_	_	
3-14	area	I-NPart|B-NPart	O	O	_	_	
3-15	is	O	B-webanno.custom.Events_	B-UnrelEv	_	_	
3-16	n't	O	O	O	_	_	
3-17	always	O	O	O	_	_	
3-18	the	O	O	O	_	_	
3-19	best	O	O	O	_	_	
3-20	idea	B-NPart	O	O	_	_	
3-21	.	O	O	O	_	_	

#id=4
