 # webanno.custom.Events | Event | Events # webanno.custom.Participants | Participant
#id=1
#text=Today is the first day for my new job .
1-1	Today	O	O	O	
1-2	is	B-webanno.custom.Events_	B-UnrelEv	O	
1-3	the	O	O	O	
1-4	first	O	O	O	
1-5	day	O	O	B-NPart	
1-6	for	O	O	O	
1-7	my	O	O	B-ScrPart_passenger	
1-8	new	O	O	O	
1-9	job	O	O	B-NPart	
1-10	.	O	O	O	

#id=2
#text=This new job is near the center of the city an parking is horrible .
2-1	This	O	O	O	
2-2	new	O	O	O	
2-3	job	O	O	B-NPart	
2-4	is	B-webanno.custom.Events_	B-UnrelEv	O	
2-5	near	O	O	O	
2-6	the	O	O	O	
2-7	center	O	O	B-NPart	
2-8	of	O	O	O	
2-9	the	O	O	O	
2-10	city	O	O	B-NPart	
2-11	an	O	O	O	
2-12	parking	B-webanno.custom.Events_	B-UnrelEv	O	
2-13	is	B-webanno.custom.Events_	B-UnrelEv	O	
2-14	horrible	O	O	O	
2-15	.	O	O	O	

#id=3
#text=So I decided the best thing to do was take a bus to work .
3-1	So	O	O	O	
3-2	I	O	O	B-ScrPart_passenger	
3-3	decided	B-webanno.custom.Events_	B-UnrelEv	O	
3-4	the	O	O	O	
3-5	best	O	O	O	
3-6	thing	O	O	B-No_label	
3-7	to	O	O	O	
3-8	do	B-webanno.custom.Events_	B-UnrelEv	O	
3-9	was	B-webanno.custom.Events_	B-UnrelEv	O	
3-10	take	B-webanno.custom.Events_	B-Evoking	O	
3-11	a	I-webanno.custom.Events_	I-Evoking	O	
3-12	bus	I-webanno.custom.Events_	I-Evoking	B-ScrPart_bus	
3-13	to	O	O	O	
3-14	work	O	O	O	
3-15	.	O	O	O	

#id=4
#text=I got a bus schedule and found the nearest bus stop to my house and went over the times of the buses .
4-1	I	O	O	B-ScrPart_passenger	
4-2	got	B-webanno.custom.Events_	B-ScrEv_check_time-table	O	
4-3	a	O	O	O	
4-4	bus	O	O	B-ScrPart_time-table	
4-5	schedule	O	O	I-ScrPart_time-table|B-ScrPart_time-table	
4-6	and	O	O	O	
4-7	found	B-webanno.custom.Events_	B-ScrEv_find_bus	O	
4-8	the	O	O	O	
4-9	nearest	O	O	O	
4-10	bus	O	O	B-ScrPart_bus_stop	
4-11	stop	O	O	I-ScrPart_bus_stop|B-ScrPart_bus_stop	
4-12	to	O	O	O	
4-13	my	O	O	B-ScrPart_passenger	
4-14	house	O	O	B-NPart	
4-15	and	O	O	O	
4-16	went	B-webanno.custom.Events_	B-ScrEv_check_time-table	O	
4-17	over	I-webanno.custom.Events_	I-ScrEv_check_time-table	O	
4-18	the	O	O	O	
4-19	times	O	O	B-ScrPart_time-table	
4-20	of	O	O	O	
4-21	the	O	O	O	
4-22	buses	O	O	B-ScrPart_bus	
4-23	.	O	O	O	

#id=5
#text=.
5-1	.	O	O	O	

#id=6
#text=Since I would have to take 2 buses to get to work I had to make sure of the I would be able to meet the next bus and get to work on time .
6-1	Since	O	O	O	
6-2	I	O	O	B-ScrPart_passenger	
6-3	would	O	O	O	
6-4	have	O	O	O	
6-5	to	O	O	O	
6-6	take	B-webanno.custom.Events_	B-Evoking	O	
6-7	2	I-webanno.custom.Events_	I-Evoking	O	
6-8	buses	I-webanno.custom.Events_	I-Evoking	B-ScrPart_bus	
6-9	to	O	O	O	
6-10	get	B-webanno.custom.Events_	B-UnrelEv	O	
6-11	to	I-webanno.custom.Events_	I-UnrelEv	O	
6-12	work	O	O	O	
6-13	I	O	O	B-ScrPart_passenger	
6-14	had	O	O	O	
6-15	to	O	O	O	
6-16	make	B-webanno.custom.Events_	B-UnrelEv	O	
6-17	sure	I-webanno.custom.Events_	I-UnrelEv	O	
6-18	of	O	O	O	
6-19	the	O	O	O	
6-20	I	O	O	B-ScrPart_passenger	
6-21	would	O	O	O	
6-22	be	O	O	O	
6-23	able	B-webanno.custom.Events_	B-UnrelEv	O	
6-24	to	I-webanno.custom.Events_	I-UnrelEv	O	
6-25	meet	B-webanno.custom.Events_	B-ScrEv_change_bus	O	
6-26	the	O	O	O	
6-27	next	O	O	O	
6-28	bus	O	O	B-ScrPart_bus	
6-29	and	O	O	O	
6-30	get	B-webanno.custom.Events_	B-UnrelEv	O	
6-31	to	I-webanno.custom.Events_	I-UnrelEv	O	
6-32	work	O	O	O	
6-33	on	O	O	O	
6-34	time	O	O	B-No_label	
6-35	.	O	O	O	

#id=7
#text=As I waited on the corner for my bus , a few other people came up to wait also .
7-1	As	O	O	O	
7-2	I	O	O	B-ScrPart_passenger	
7-3	waited	B-webanno.custom.Events_	B-ScrEv_wait	O	
7-4	on	O	O	O	
7-5	the	O	O	O	
7-6	corner	O	O	B-ScrPart_bus_stop	
7-7	for	O	O	O	
7-8	my	O	O	B-ScrPart_passenger	
7-9	bus	O	O	B-ScrPart_bus	
7-10	,	O	O	O	
7-11	a	O	O	O	
7-12	few	O	O	O	
7-13	other	O	O	O	
7-14	people	O	O	B-ScrPart_passenger	
7-15	came	B-webanno.custom.Events_	B-ScrEv_get_bus_stop	O	
7-16	up	I-webanno.custom.Events_	I-ScrEv_get_bus_stop	O	
7-17	to	O	O	O	
7-18	wait	B-webanno.custom.Events_	B-ScrEv_wait	O	
7-19	also	O	O	O	
7-20	.	O	O	O	

#id=8
#text=The bus pulled up and we all boarded and paid our fare and I got a transfer for the second bus .
8-1	The	O	O	O	
8-2	bus	O	O	B-ScrPart_bus	
8-3	pulled	B-webanno.custom.Events_	B-ScrEv_bus_comes	O	
8-4	up	I-webanno.custom.Events_	I-ScrEv_bus_comes	O	
8-5	and	O	O	O	
