 # webanno.custom.Participants | Participant # webanno.custom.Events | Event | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=I often use the public bus system locally to get around town , as it is much cheaper than driving .
1-1	I	B-ScrPart_bus	O	O	_	_	
1-2	often	O	O	O	_	_	
1-3	use	O	B-webanno.custom.Events_	B-Evoking	_	_	
1-4	the	O	I-webanno.custom.Events_	I-Evoking	_	_	
1-5	public	O	I-webanno.custom.Events_	I-Evoking	_	_	
1-6	bus	B-ScrPart_other	I-webanno.custom.Events_	I-Evoking	_	_	
1-7	system	I-ScrPart_other|B-ScrPart_other	I-webanno.custom.Events_	I-Evoking	_	_	
1-8	locally	O	O	O	_	_	
1-9	to	O	O	O	_	_	
1-10	get	O	B-webanno.custom.Events_	B-RelNScrEv	_	_	
1-11	around	O	I-webanno.custom.Events_	I-RelNScrEv	_	_	
1-12	town	B-NPart	O	O	_	_	
1-13	,	O	O	O	_	_	
1-14	as	O	O	O	_	_	
1-15	it	B-No_label	O	O	_	_	
1-16	is	O	B-webanno.custom.Events_	B-UnrelEv	_	_	
1-17	much	O	O	O	_	_	
1-18	cheaper	O	O	O	_	_	
1-19	than	O	O	O	_	_	
1-20	driving	O	O	O	_	_	
1-21	.	O	O	O	_	_	

#id=2
#text=Before I leave home , I always make sure that I have enough money to pay for riding the bus wherever I need to go that day and back home .
2-1	Before	O	O	O	_	_	
2-2	I	B-ScrPart_bus	O	O	_	_	
2-3	leave	O	B-webanno.custom.Events_	B-RelNScrEv	_	_	
2-4	home	B-NPart	O	O	_	_	
2-5	,	O	O	O	_	_	
2-6	I	B-ScrPart_bus	O	O	_	_	
2-7	always	O	O	O	_	_	
2-8	make	O	B-webanno.custom.Events_	B-RelNScrEv	_	_	
2-9	sure	O	I-webanno.custom.Events_	I-RelNScrEv	_	_	
2-10	that	O	O	O	_	_	
2-11	I	B-ScrPart_bus	O	O	_	_	
2-12	have	O	B-webanno.custom.Events_	B-UnrelEv	_	_	
2-13	enough	O	O	O	_	_	
2-14	money	B-ScrPart_money	O	O	_	_	
2-15	to	O	O	O	_	_	
2-16	pay	O	B-webanno.custom.Events_	B-ScrEv_get_ticket	_	_	
2-17	for	O	O	O	_	_	
2-18	riding	O	B-webanno.custom.Events_	B-Evoking	_	_	
2-19	the	O	I-webanno.custom.Events_	I-Evoking	_	_	
2-20	bus	B-ScrPart_bus	I-webanno.custom.Events_	I-Evoking	_	_	
2-21	wherever	O	O	O	_	_	
2-22	I	B-ScrPart_passenger	O	O	_	_	
2-23	need	O	O	O	_	_	
2-24	to	O	O	O	_	_	
2-25	go	O	B-webanno.custom.Events_	B-RelNScrEv	_	_	
2-26	that	O	O	O	_	_	
2-27	day	B-NPart	O	O	_	_	
2-28	and	O	O	O	_	_	
2-29	back	O	O	O	_	_	
2-30	home	B-NPart	O	O	_	_	
2-31	.	O	O	O	_	_	

#id=3
#text=This is especially important if I am going to be buying anything else that day .
3-1	This	O	O	O	_	_	
3-2	is	O	B-webanno.custom.Events_	B-UnrelEv	_	_	
3-3	especially	O	O	O	_	_	
3-4	important	O	O	O	_	_	
3-5	if	O	O	O	_	_	
3-6	I	B-ScrPart_passenger	O	O	_	_	
3-7	am	O	O	O	_	_	
3-8	going	O	O	O	_	_	
3-9	to	O	O	O	_	_	
3-10	be	O	O	O	_	_	
3-11	buying	O	B-webanno.custom.Events_	B-UnrelEv	_	_	
3-12	anything	B-NPart	O	O	_	_	
3-13	else	O	O	O	_	_	
3-14	that	O	O	O	_	_	
3-15	day	B-NPart	O	O	_	_	
3-16	.	O	O	O	_	_	

#id=4
#text=Some bus systems have a special price for certain groups , like students .
4-1	Some	O	O	O	_	_	
4-2	bus	B-ScrPart_other	O	O	_	_	
4-3	systems	I-ScrPart_other|B-ScrPart_other	O	O	webanno.custom.Corefchains_	1-7	
4-4	have	O	B-webanno.custom.Events_	B-UnrelEv	_	_	
4-5	a	O	O	O	_	_	
4-6	special	O	O	O	_	_	
4-7	price	B-ScrPart_money	O	O	_	_	
4-8	for	O	O	O	_	_	
4-9	certain	O	O	O	_	_	
4-10	groups	B-NPart	O	O	_	_	
4-11	,	O	O	O	_	_	
4-12	like	O	O	O	_	_	
4-13	students	B-NPart	O	O	_	_	
4-14	.	O	O	O	_	_	

#id=5
#text=I am able to use my student ID card to get a discounted rate .
5-1	I	B-ScrPart_passenger	O	O	_	_	
5-2	am	O	O	O	_	_	
5-3	able	O	O	O	_	_	
5-4	to	O	O	O	_	_	
5-5	use	O	B-webanno.custom.Events_	B-UnrelEv	_	_	
5-6	my	B-ScrPart_passenger	O	O	_	_	
5-7	student	B-NPart	O	O	_	_	
5-8	ID	I-NPart	O	O	_	_	
5-9	card	I-NPart|B-NPart	O	O	_	_	
5-10	to	O	O	O	_	_	
5-11	get	O	B-webanno.custom.Events_	B-UnrelEv	_	_	
5-12	a	O	O	O	_	_	
5-13	discounted	O	O	O	_	_	
5-14	rate	B-ScrPart_money	O	O	_	_	
5-15	.	O	O	O	_	_	

#id=6
#text=I have a bus schedule at home where I can easily check it , but I have it memorized because I use it so much .
6-1	I	B-ScrPart_passenger	O	O	_	_	
6-2	have	O	B-webanno.custom.Events_	B-UnrelEv	_	_	
6-3	a	O	O	O	_	_	
6-4	bus	B-ScrPart_time-table	O	O	_	_	
6-5	schedule	I-ScrPart_time-table|B-ScrPart_time-table	O	O	_	_	
6-6	at	O	O	O	_	_	
6-7	home	B-NPart	O	O	_	_	
6-8	where	O	O	O	_	_	
6-9	I	B-ScrPart_passenger	O	O	_	_	
6-10	can	O	O	O	_	_	
6-11	easily	O	O	O	_	_	
6-12	check	O	B-webanno.custom.Events_	B-ScrEv_check_time-table	_	_	
6-13	it	B-ScrPart_time-table	O	O	_	_	
6-14	,	O	O	O	_	_	
6-15	but	O	O	O	_	_	
6-16	I	B-ScrPart_passenger	O	O	_	_	
6-17	have	O	O	O	_	_	
6-18	it	B-ScrPart_time-table	O	O	_	_	
6-19	memorized	O	B-webanno.custom.Events_	B-UnrelEv	_	_	
6-20	because	O	O	O	_	_	
6-21	I	B-ScrPart_passenger	O	O	_	_	
