 # webanno.custom.Events | Events # webanno.custom.Participants | Participant | Participants
#id=1
#text=After going to the gym , I knew I needed to take a bath .
1-1	After	O	O	O	
1-2	going	B-UnrelEv	O	O	
1-3	to	O	O	O	
1-4	the	O	O	O	
1-5	gym	O	B-NPart	B-webanno.custom.Participants_	
1-6	,	O	O	O	
1-7	I	O	B-ScrPart_bather	B-webanno.custom.Participants_	
1-8	knew	B-UnrelEv	O	O	
1-9	I	O	B-ScrPart_bather	B-webanno.custom.Participants_	
1-10	needed	O	O	O	
1-11	to	O	O	O	
1-12	take	B-Evoking	O	O	
1-13	a	I-Evoking	O	O	
1-14	bath	I-Evoking	B-ScrPart_bath	B-webanno.custom.Participants_	
1-15	.	O	O	O	

#id=2
#text=I went to the bathroom and turned the faucet on in the tub while plugging the drain to fill it .
2-1	I	O	B-ScrPart_bather	B-webanno.custom.Participants_	
2-2	went	B-ScrEv_enter_bathroom	O	O	
2-3	to	O	O	O	
2-4	the	O	O	O	
2-5	bathroom	O	B-ScrPart_bathroom	B-webanno.custom.Participants_	
2-6	and	O	O	O	
2-7	turned	B-ScrEv_turn_water_on	O	O	
2-8	the	O	O	O	
2-9	faucet	O	B-ScrPart_tap	B-webanno.custom.Participants_	
2-10	on	O	O	O	
2-11	in	O	O	O	
2-12	the	O	O	O	
2-13	tub	O	B-ScrPart_bathtub	B-webanno.custom.Participants_	
2-14	while	O	O	O	
2-15	plugging	B-ScrEv_close_drain	O	O	
2-16	the	O	O	O	
2-17	drain	O	B-ScrPart_drain	B-webanno.custom.Participants_	
2-18	to	O	O	O	
2-19	fill	B-ScrEv_fill_water/wait	O	O	
2-20	it	O	B-ScrPart_bathtub	B-webanno.custom.Participants_	
2-21	.	O	O	O	

#id=3
#text=When the water was at a good level I shut the water off .
3-1	When	O	O	O	
3-2	the	O	O	O	
3-3	water	O	B-ScrPart_water	B-webanno.custom.Participants_	
3-4	was	B-UnrelEv	O	O	
3-5	at	O	O	O	
3-6	a	O	O	O	
3-7	good	O	O	O	
3-8	level	O	B-No_label	B-webanno.custom.Participants_	
3-9	I	O	B-ScrPart_bather	B-webanno.custom.Participants_	
3-10	shut	B-ScrEv_turn_water_off	O	O	
3-11	the	O	O	O	
3-12	water	O	B-ScrPart_water	B-webanno.custom.Participants_	
3-13	off	O	O	O	
3-14	.	O	O	O	

#id=4
#text=I took off all my dirty gym clothes .
4-1	I	O	B-ScrPart_bather	B-webanno.custom.Participants_	
4-2	took	B-ScrEv_undress	O	O	
4-3	off	I-ScrEv_undress	O	O	
4-4	all	O	O	O	
4-5	my	O	B-ScrPart_bather	B-webanno.custom.Participants_	
4-6	dirty	O	O	O	
4-7	gym	O	B-ScrPart_clothes	B-webanno.custom.Participants_	
4-8	clothes	O	I-ScrPart_clothes|B-ScrPart_clothes	I-webanno.custom.Participants_|B-webanno.custom.Participants_	
4-9	.	O	O	O	

#id=5
