 # webanno.custom.Participants | Participant | Participants # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=After a long workout at the gym , I got home and immediately wanted to take a bath .
1-1	After	O	O	O	_	_	
1-2	a	O	O	O	_	_	
1-3	long	O	O	O	_	_	
1-4	workout	B-NPart	B-webanno.custom.Participants_	O	_	_	
1-5	at	O	O	O	_	_	
1-6	the	O	O	O	_	_	
1-7	gym	B-NPart	B-webanno.custom.Participants_	O	_	_	
1-8	,	O	O	O	_	_	
1-9	I	B-ScrPart_bather	B-webanno.custom.Participants_	O	_	_	
1-10	got	O	O	B-UnrelEv	_	_	
1-11	home	B-No_label	B-webanno.custom.Participants_	O	_	_	
1-12	and	O	O	O	_	_	
1-13	immediately	O	O	O	_	_	
1-14	wanted	O	O	B-UnrelEv	_	_	
1-15	to	O	O	O	_	_	
1-16	take	O	O	B-Evoking	_	_	
1-17	a	O	O	I-Evoking	_	_	
1-18	bath	B-ScrPart_bath	B-webanno.custom.Participants_	I-Evoking	_	_	
1-19	.	O	O	I-Evoking	_	_	

#id=2
#text=First , I turned the water in my tub on as hot as it could go so the water could warm up .
2-1	First	O	O	O	_	_	
2-2	,	O	O	O	_	_	
2-3	I	B-ScrPart_bather	B-webanno.custom.Participants_	O	_	_	
2-4	turned	O	O	B-ScrEv_turn_water_on	_	_	
2-5	the	O	O	O	_	_	
2-6	water	B-ScrPart_water	B-webanno.custom.Participants_	O	_	_	
2-7	in	O	O	O	_	_	
2-8	my	B-ScrPart_bather	B-webanno.custom.Participants_	O	_	_	
2-9	tub	B-ScrPart_bathtub	B-webanno.custom.Participants_	O	_	_	
2-10	on	O	O	O	_	_	
2-11	as	O	O	O	_	_	
2-12	hot	O	O	O	_	_	
2-13	as	O	O	O	_	_	
2-14	it	B-No_label	B-webanno.custom.Participants_	O	_	_	
2-15	could	O	O	O	_	_	
2-16	go	O	O	B-UnrelEv	_	_	
2-17	so	O	O	O	_	_	
2-18	the	O	O	O	_	_	
2-19	water	B-ScrPart_water	B-webanno.custom.Participants_	O	_	_	
2-20	could	O	O	O	_	_	
2-21	warm	O	O	B-RelNScrEv|B-RelNScrEv	_	_	
2-22	up	O	O	I-RelNScrEv	_	_	
2-23	.	O	O	O	_	_	

#id=3
#text=Then , after the water warmed up , I placed two fingers in the stream of water to see how hot it was .
3-1	Then	O	O	O	_	_	
3-2	,	O	O	O	_	_	
3-3	after	O	O	O	_	_	
3-4	the	O	O	O	_	_	
3-5	water	B-ScrPart_water	B-webanno.custom.Participants_	O	_	_	
3-6	warmed	O	O	B-RelNScrEv|B-RelNScrEv	_	_	
3-7	up	O	O	I-RelNScrEv	_	_	
3-8	,	O	O	O	_	_	
3-9	I	B-ScrPart_bather	B-webanno.custom.Participants_	O	_	_	
3-10	placed	O	O	B-RelNScrEv	_	_	
3-11	two	O	O	O	_	_	
3-12	fingers	B-ScrPart_body_part	B-webanno.custom.Participants_	O	_	_	
3-13	in	O	O	O	_	_	
3-14	the	O	O	O	_	_	
3-15	stream	B-Head_of_Partitive	B-webanno.custom.Participants_	O	_	_	
