 # webanno.custom.Participants | Participant | Participants # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=Last night , I went into the bathroom to take a bath like I do every night .
1-1	Last	O	O	O	_	_	
1-2	night	B-NPart	B-webanno.custom.Participants_	O	_	_	
1-3	,	O	O	O	_	_	
1-4	I	B-ScrPart_bather	B-webanno.custom.Participants_	O	_	_	
1-5	went	O	O	B-ScrEv_enter_bathroom	_	_	
1-6	into	O	O	O	_	_	
1-7	the	O	O	O	_	_	
1-8	bathroom	B-ScrPart_bathroom	B-webanno.custom.Participants_	O	_	_	
1-9	to	O	O	O	_	_	
1-10	take	O	O	B-Evoking	_	_	
1-11	a	O	O	I-Evoking	_	_	
1-12	bath	B-SuppVComp	B-webanno.custom.Participants_	I-Evoking	_	_	
1-13	like	O	O	O	_	_	
1-14	I	B-ScrPart_bather	B-webanno.custom.Participants_	O	_	_	
1-15	do	O	O	B-UnrelEv	_	_	
1-16	every	O	O	O	_	_	
1-17	night	B-NPart	B-webanno.custom.Participants_	O	_	_	
1-18	.	O	O	O	_	_	

#id=2
#text=I turned on the dim light .
2-1	I	B-ScrPart_bather	B-webanno.custom.Participants_	O	_	_	
2-2	turned	O	O	B-RelNScrEv	_	_	
2-3	on	O	O	I-RelNScrEv	_	_	
2-4	the	O	O	O	_	_	
2-5	dim	O	O	O	_	_	
2-6	light	B-NPart	B-webanno.custom.Participants_	O	_	_	
2-7	.	O	O	O	_	_	

#id=3
#text=It was quiet .
3-1	It	B-No_label	B-webanno.custom.Participants_	O	_	_	
3-2	was	O	O	B-UnrelEv	_	_	
3-3	quiet	O	O	O	_	_	
3-4	.	O	O	O	_	_	

#id=4
#text=I turned on the water and adjusted it to get just the right temperature , then put in the drain plug .
4-1	I	B-ScrPart_bather	B-webanno.custom.Participants_	O	_	_	
4-2	turned	O	O	B-ScrEv_turn_water_on	_	_	
4-3	on	O	O	I-ScrEv_turn_water_on	_	_	
4-4	the	O	O	O	_	_	
4-5	water	B-ScrPart_water	B-webanno.custom.Participants_	O	_	_	
4-6	and	O	O	O	_	_	
4-7	adjusted	O	O	B-ScrEv_check_temp	_	_	
4-8	it	B-ScrPart_water	B-webanno.custom.Participants_	O	_	_	
4-9	to	O	O	O	_	_	
