 # webanno.custom.Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=I 'd had my old bike sitting around the house for a few months , but now that the weather is getting warmer I decided I should probably do something about the flat tire in the front .
1-1	I	B-ScrPart_rider	O	_	_	
1-2	'd	O	O	_	_	
1-3	had	O	O	_	_	
1-4	my	B-ScrPart_rider	O	_	_	
1-5	old	O	O	_	_	
1-6	bike	B-ScrPart_bicycle	O	_	_	
1-7	sitting	O	B-UnrelEv	_	_	
1-8	around	O	O	_	_	
1-9	the	O	O	_	_	
1-10	house	B-NPart	O	_	_	
1-11	for	O	O	_	_	
1-12	a	O	O	_	_	
1-13	few	O	O	_	_	
1-14	months	B-NPart	O	_	_	
1-15	,	O	O	_	_	
1-16	but	O	O	_	_	
1-17	now	O	O	_	_	
1-18	that	O	O	_	_	
1-19	the	O	O	_	_	
1-20	weather	B-NPart	O	_	_	
1-21	is	O	O	_	_	
1-22	getting	O	B-UnrelEv	_	_	
1-23	warmer	O	O	_	_	
1-24	I	B-ScrPart_rider	O	_	_	
1-25	decided	O	O	_	_	
1-26	I	B-ScrPart_rider	O	_	_	
1-27	should	O	O	_	_	
1-28	probably	O	O	_	_	
1-29	do	O	B-Evoking	_	_	
1-30	something	B-No_label	I-Evoking	_	_	
1-31	about	O	I-Evoking	_	_	
1-32	the	O	I-Evoking	_	_	
1-33	flat	O	I-Evoking	_	_	
1-34	tire	B-ScrPart_tire	I-Evoking	_	_	
1-35	in	O	O	_	_	
1-36	the	O	O	_	_	
1-37	front	B-No_label	O	_	_	
1-38	.	O	O	_	_	

#id=2
#text=I 'd already tried using my bike pump ; it would inflate a little but I could never get it anywhere close to fully inflated .
2-1	I	B-ScrPart_rider	O	_	_	
2-2	'd	O	O	_	_	
2-3	already	O	O	_	_	
2-4	tried	O	B-UnrelEv	_	_	
2-5	using	O	B-ScrEv_get_tools	_	_	
2-6	my	B-ScrPart_rider	O	_	_	
2-7	bike	B-ScrPart_tool	O	_	_	
2-8	pump	I-ScrPart_tool|B-ScrPart_tool	O	_	_	
2-9	;	O	O	_	_	
2-10	it	B-ScrPart_tool	O	_	_	
2-11	would	O	O	_	_	
2-12	inflate	O	B-ScrEv_refill_tire_air	_	_	
2-13	a	O	O	_	_	
2-14	little	O	O	_	_	
2-15	but	O	O	_	_	
2-16	I	B-ScrPart_rider	O	_	_	
2-17	could	O	O	_	_	
2-18	never	O	O	_	_	
2-19	get	O	O	_	_	
2-20	it	B-No_label	O	_	_	
2-21	anywhere	O	O	_	_	
2-22	close	O	O	_	_	
2-23	to	O	O	_	_	
2-24	fully	O	O	_	_	
2-25	inflated	O	B-ScrEv_refill_tire_air	_	_	
2-26	.	O	O	_	_	

#id=3
#text=I know from past experience those fix-a-flat or emergency bike repair kits are pretty worthless .
3-1	I	B-ScrPart_rider	O	_	_	
3-2	know	O	B-UnrelEv	_	_	
3-3	from	O	O	_	_	
3-4	past	O	O	_	_	
3-5	experience	B-NPart	O	_	_	
3-6	those	O	O	_	_	
3-7	fix-a-flat	O	O	_	_	
3-8	or	O	O	_	_	
3-9	emergency	O	O	_	_	
3-10	bike	B-ScrPart_tool	O	_	_	
3-11	repair	I-ScrPart_tool	O	_	_	
3-12	kits	I-ScrPart_tool|B-ScrPart_tool	O	_	_	
3-13	are	O	B-UnrelEv	_	_	
3-14	pretty	O	O	_	_	
3-15	worthless	O	O	_	_	
3-16	.	O	O	_	_	

#id=4
#text=I think they 're made for the narrow old tires you 'd see on ten-speed street bikes .
4-1	I	B-ScrPart_rider	O	_	_	
4-2	think	O	B-UnrelEv	_	_	
4-3	they	B-ScrPart_tool	O	_	_	
4-4	're	O	O	_	_	
4-5	made	O	B-UnrelEv	_	_	
4-6	for	O	O	_	_	
4-7	the	O	O	_	_	
4-8	narrow	O	O	_	_	
4-9	old	O	O	_	_	
4-10	tires	B-ScrPart_tire	O	_	_	
4-11	you	B-NPart	O	_	_	
4-12	'd	O	O	_	_	
4-13	see	O	B-UnrelEv	_	_	
4-14	on	O	O	_	_	
4-15	ten-speed	O	O	_	_	
4-16	street	B-ScrPart_bicycle	O	_	_	
4-17	bikes	I-ScrPart_bicycle|B-ScrPart_bicycle	O	_	_	
4-18	.	O	O	_	_	

#id=5
#text=I have a mountain bike with large tires and a lot of pressure is needed to keep them inflated .
5-1	I	B-ScrPart_rider	O	_	_	
5-2	have	O	B-UnrelEv	_	_	
5-3	a	O	O	_	_	
5-4	mountain	B-ScrPart_bicycle	O	_	_	
5-5	bike	I-ScrPart_bicycle|B-ScrPart_bicycle	O	_	_	
5-6	with	O	O	_	_	
5-7	large	O	O	_	_	
5-8	tires	B-ScrPart_tire	O	_	_	
5-9	and	O	O	_	_	
5-10	a	O	O	_	_	
5-11	lot	B-Head_of_Partitive	O	_	_	
5-12	of	O	O	_	_	
5-13	pressure	B-ScrPart_pressure	O	_	_	
5-14	is	O	O	_	_	
5-15	needed	O	B-UnrelEv	_	_	
5-16	to	O	O	_	_	
5-17	keep	O	O	_	_	
5-18	them	B-ScrPart_tire	O	_	_	
5-19	inflated	O	B-ScrEv_refill_tire_air	_	_	
5-20	.	O	O	_	_	

#id=6
#text=Since I only live a few blocks from a bicycle repair shop I decided to take the bike there .
6-1	Since	O	O	_	_	
6-2	I	B-ScrPart_rider	O	_	_	
6-3	only	O	O	_	_	
6-4	live	O	B-UnrelEv	_	_	
6-5	a	O	O	_	_	
6-6	few	O	O	_	_	
6-7	blocks	B-NPart	O	_	_	
6-8	from	O	O	_	_	
6-9	a	O	O	_	_	
6-10	bicycle	B-ScrPart_shop	O	_	_	
6-11	repair	I-ScrPart_shop	O	_	_	
6-12	shop	I-ScrPart_shop|B-ScrPart_shop	O	_	_	
6-13	I	B-ScrPart_rider	O	_	_	
6-14	decided	O	B-UnrelEv	_	_	
6-15	to	O	O	_	_	
6-16	take	O	B-ScrEv_other	_	_	
6-17	the	O	O	_	_	
6-18	bike	B-ScrPart_bicycle	O	_	_	
6-19	there	B-ScrPart_shop	O	_	_	
6-20	.	O	O	_	_	

#id=7
#text=I bought it at that shop anyway so I figured they 'd do the service for free , as promised .
7-1	I	B-ScrPart_rider	O	_	_	
7-2	bought	O	B-UnrelEv	_	_	
7-3	it	B-ScrPart_bicycle	O	_	_	
7-4	at	O	O	_	_	
7-5	that	O	O	_	_	
7-6	shop	B-ScrPart_shop	O	_	_	
7-7	anyway	O	O	_	_	
7-8	so	O	O	_	_	
7-9	I	B-ScrPart_rider	O	_	_	
7-10	figured	O	B-UnrelEv	_	_	
7-11	they	B-ScrPart_shop	O	_	_	
7-12	'd	O	O	_	_	
7-13	do	O	B-RelNScrEv	_	_	
7-14	the	O	O	_	_	
7-15	service	B-ScrPart_other	O	_	_	
7-16	for	O	O	_	_	
7-17	free	O	O	_	_	
7-18	,	O	O	_	_	
7-19	as	O	O	_	_	
7-20	promised	O	B-UnrelEv	_	_	
7-21	.	O	O	_	_	

#id=8
#text=I stopped by , they took it in the back , replaced the inner tube of the tire , inflated it , and it was as good as new .
8-1	I	B-ScrPart_rider	O	_	_	
8-2	stopped	O	B-UnrelEv	_	_	
8-3	by	O	O	_	_	
8-4	,	O	O	_	_	
8-5	they	B-ScrPart_shop	O	_	_	
8-6	took	O	B-RelNScrEv	_	_	
8-7	it	B-ScrPart_bicycle	O	_	_	
8-8	in	O	O	_	_	
8-9	the	O	O	_	_	
8-10	back	B-ScrPart_location_repair	O	_	_	
8-11	,	O	O	_	_	
8-12	replaced	O	B-ScrEv_put_new_tire	_	_	
8-13	the	O	O	_	_	
8-14	inner	O	O	_	_	
8-15	tube	B-ScrPart_spare_tube	O	_	_	
8-16	of	O	O	_	_	
8-17	the	O	O	_	_	
8-18	tire	B-ScrPart_tire	O	_	_	
8-19	,	O	O	_	_	
8-20	inflated	O	B-ScrEv_refill_tire_air	_	_	
8-21	it	B-ScrPart_spare_tube	O	_	_	
8-22	,	O	O	_	_	
8-23	and	O	O	_	_	
8-24	it	B-ScrPart_spare_tube	O	_	_	
8-25	was	O	B-UnrelEv	_	_	
8-26	as	O	O	_	_	
8-27	good	O	O	_	_	
8-28	as	O	O	_	_	
8-29	new	O	O	_	_	
8-30	.	O	O	_	_	

#id=9
#text=Best of all , they only charged me ten bucks for the tube .
9-1	Best	B-No_label	O	_	_	
9-2	of	O	O	_	_	
9-3	all	O	O	_	_	
9-4	,	O	O	_	_	
