 # webanno.custom.Events | Events # webanno.custom.Participants | Participant
#id=1
#text=Riding my bike through the park , I was enjoying the beautiful spring scenery .
1-1	Riding	B-ScrEv_ride_bike	O	
1-2	my	O	B-ScrPart_rider	
1-3	bike	O	B-ScrPart_bicycle	
1-4	through	O	O	
1-5	the	O	O	
1-6	park	O	B-NPart	
1-7	,	O	O	
1-8	I	O	B-ScrPart_rider	
1-9	was	O	O	
1-10	enjoying	B-UnrelEv	O	
1-11	the	O	O	
1-12	beautiful	O	O	
1-13	spring	O	B-NPart	
1-14	scenery	O	I-NPart|B-NPart	
1-15	.	O	O	

#id=2
#text=A family of squirrels caught my attention and I was looking at them when I hit some broken glass .
2-1	A	O	O	
2-2	family	O	B-Head_of_Partitive	
2-3	of	O	O	
2-4	squirrels	O	B-NPart	
2-5	caught	B-UnrelEv	O	
2-6	my	O	B-ScrPart_rider	
2-7	attention	O	B-NPart	
2-8	and	O	O	
2-9	I	O	B-ScrPart_rider	
2-10	was	O	O	
2-11	looking	B-UnrelEv	O	
2-12	at	O	O	
2-13	them	O	B-NPart	
2-14	when	O	O	
2-15	I	O	B-ScrPart_rider	
2-16	hit	B-RelNScrEv	O	
2-17	some	O	O	
2-18	broken	B-UnrelEv	O	
2-19	glass	O	B-ScrPart_object_damage	
2-20	.	O	O	

#id=3
#text=My bike 's tire immediately deflated .
3-1	My	O	B-ScrPart_rider	
3-2	bike	O	B-ScrPart_bicycle	
3-3	's	O	O	
3-4	tire	O	B-ScrPart_tire	
3-5	immediately	O	O	
3-6	deflated	B-Evoking	O	
3-7	.	O	O	

#id=4
#text=I walked it back to my car , loaded up , and headed for a local department store .
4-1	I	O	B-ScrPart_rider	
4-2	walked	B-ScrEv_get_off	O	
4-3	it	O	B-ScrPart_bicycle	
4-4	back	O	O	
4-5	to	O	O	
4-6	my	O	B-ScrPart_rider	
4-7	car	O	B-NPart	
4-8	,	O	O	
4-9	loaded	B-RelNScrEv	O	
4-10	up	I-RelNScrEv	O	
4-11	,	O	O	
4-12	and	O	O	
4-13	headed	B-RelNScrEv	O	
4-14	for	O	O	
4-15	a	O	O	
4-16	local	O	O	
4-17	department	O	B-ScrPart_shop	
4-18	store	O	I-ScrPart_shop|B-ScrPart_shop	
4-19	.	O	O	

#id=5
#text=Sure enough , they had bike tire repair kits in the sporting goods section .
5-1	Sure	O	O	
5-2	enough	O	O	
5-3	,	O	O	
5-4	they	O	B-ScrPart_shop	
5-5	had	B-RelNScrEv	O	
5-6	bike	O	B-ScrPart_tool	
5-7	tire	O	I-ScrPart_tool	
5-8	repair	O	I-ScrPart_tool	
5-9	kits	O	I-ScrPart_tool|B-ScrPart_tool	
5-10	in	O	O	
5-11	the	O	O	
5-12	sporting	O	B-NPart	
5-13	goods	O	I-NPart	
5-14	section	O	I-NPart|B-NPart	
5-15	.	O	O	

#id=6
#text=I bought one , and then headed on home .
6-1	I	O	B-ScrPart_rider	
6-2	bought	B-ScrEv_get_tools	O	
6-3	one	O	B-ScrPart_tool	
6-4	,	O	O	
6-5	and	O	O	
6-6	then	O	O	
6-7	headed	B-RelNScrEv	O	
6-8	on	I-RelNScrEv	O	
6-9	home	O	B-NPart	
6-10	.	O	O	

#id=7
#text=Once there I removed a wheel from the bike .
7-1	Once	O	O	
7-2	there	O	O	
7-3	I	O	B-ScrPart_rider	
7-4	removed	B-ScrEv_free_wheel	O	
7-5	a	O	O	
7-6	wheel	O	B-ScrPart_wheel	
7-7	from	O	O	
7-8	the	O	O	
7-9	bike	O	B-ScrPart_bicycle	
7-10	.	O	O	

#id=8
#text=From it I took out the inner tube .
8-1	From	O	O	
8-2	it	O	B-ScrPart_wheel	
8-3	I	O	B-ScrPart_rider	
8-4	took	B-ScrEv_remove_tire	O	
8-5	out	I-ScrEv_remove_tire	O	
8-6	the	O	O	
8-7	inner	O	O	
8-8	tube	O	B-ScrPart_tire	
8-9	.	O	O	

#id=9
#text=I rubbed some soapy water on it and quickly found the problem spot .
9-1	I	O	B-ScrPart_rider	
9-2	rubbed	B-RelNScrEv	O	
9-3	some	O	O	
9-4	soapy	O	O	
9-5	water	O	B-NPart	
9-6	on	O	O	
9-7	it	O	B-ScrPart_tire	
9-8	and	O	O	
9-9	quickly	O	O	
9-10	found	B-ScrEv_examine_tire	O	
9-11	the	O	O	
9-12	problem	O	B-ScrPart_damage	
9-13	spot	O	I-ScrPart_damage|B-ScrPart_damage	
9-14	.	O	O	

#id=10
#text=From my new repair kit I found a special patch .
10-1	From	O	O	
10-2	my	O	B-ScrPart_rider	
10-3	new	O	O	
10-4	repair	O	B-ScrPart_tool	
10-5	kit	O	I-ScrPart_tool|B-ScrPart_tool	
10-6	I	O	B-ScrPart_rider	
10-7	found	B-ScrEv_get_tools	O	
10-8	a	O	O	
10-9	special	O	O	
10-10	patch	O	B-ScrPart_patch	
10-11	.	O	O	

#id=11
#text=I applied the sealant and then stuck the patch on .
11-1	I	O	B-ScrPart_rider	
11-2	applied	B-RelNScrEv	O	
11-3	the	O	O	
11-4	sealant	O	B-ScrPart_tool	
11-5	and	O	O	
11-6	then	O	O	
11-7	stuck	B-ScrEv_put_patch/seal	O	
11-8	the	O	O	
11-9	patch	O	B-ScrPart_patch	
11-10	on	O	O	
11-11	.	O	O	

#id=12
#text=I used a hair dryer to heat and set it .
12-1	I	O	B-ScrPart_rider	
12-2	used	B-RelNScrEv	O	
12-3	a	O	O	
12-4	hair	O	B-ScrPart_tool	
12-5	dryer	O	I-ScrPart_tool|B-ScrPart_tool	
12-6	to	O	O	
12-7	heat	B-RelNScrEv	O	
12-8	and	O	O	
12-9	set	B-RelNScrEv	O	
12-10	it	O	B-ScrPart_patch	
12-11	.	O	O	

#id=13
#text=Next , I took out the air compressor and reinflated the inner tube .
13-1	Next	O	O	
13-2	,	O	O	
13-3	I	O	B-ScrPart_rider	
13-4	took	B-ScrEv_get_tools	O	
13-5	out	I-ScrEv_get_tools	O	
13-6	the	O	O	
13-7	air	O	B-ScrPart_tool	
13-8	compressor	O	I-ScrPart_tool|B-ScrPart_tool	
13-9	and	O	O	
13-10	reinflated	B-ScrEv_refill_tire_air	O	
13-11	the	O	O	
13-12	inner	O	O	
13-13	tube	O	B-ScrPart_tire	
13-14	.	O	O	

#id=14
#text=After reassembling everything , I sat on the bike and tested it out .
14-1	After	O	O	
14-2	reassembling	B-ScrEv_put_new_tire	O	
14-3	everything	O	B-NPart	
14-4	,	O	O	
14-5	I	O	B-ScrPart_rider	
14-6	sat	B-RelNScrEv	O	
14-7	on	O	O	
14-8	the	O	O	
14-9	bike	O	B-ScrPart_bicycle	
14-10	and	O	O	
14-11	tested	B-ScrEv_check_new_tire	O	
14-12	it	O	B-ScrPart_tire	
14-13	out	O	O	
14-14	.	O	O	

#id=15
#text=Good as new ! 
15-1	Good	O	O	
15-2	as	O	O	
15-3	new	O	O	
15-4	!	O	O	

