 # webanno.custom.Events | Events # webanno.custom.Participants | Participant | Participants
#id=1
#text=Flying in an airplane can be a stressful event for some people , but In essence it 's a simple process .
1-1	Flying	B-Evoking	O	O	
1-2	in	I-Evoking	O	O	
1-3	an	I-Evoking	O	O	
1-4	airplane	I-Evoking	B-webanno.custom.Participants_	B-ScrPart_plane	
1-5	can	O	O	O	
1-6	be	B-UnrelEv	O	O	
1-7	a	O	O	O	
1-8	stressful	O	O	O	
1-9	event	O	B-webanno.custom.Participants_	B-NPart	
1-10	for	O	O	O	
1-11	some	O	O	O	
1-12	people	O	B-webanno.custom.Participants_	B-ScrPart_passenger	
1-13	,	O	O	O	
1-14	but	O	O	O	
1-15	In	O	O	O	
1-16	essence	O	B-webanno.custom.Participants_	B-No_label	
1-17	it	O	B-webanno.custom.Participants_	B-No_label	
1-18	's	B-UnrelEv	O	O	
1-19	a	O	O	O	
1-20	simple	O	O	O	
1-21	process	O	B-webanno.custom.Participants_	B-NPart	
1-22	.	O	O	O	

#id=2
#text=You will need to purchase tickets ahead of time to a destination of your choosing .
2-1	You	O	B-webanno.custom.Participants_	B-ScrPart_passenger	
2-2	will	O	O	O	
2-3	need	O	O	O	
2-4	to	O	O	O	
2-5	purchase	B-ScrEv_get_ticket	O	O	
2-6	tickets	O	B-webanno.custom.Participants_	B-ScrPart_ticket	
2-7	ahead	O	O	O	
2-8	of	O	O	O	
2-9	time	O	B-webanno.custom.Participants_	B-No_label	
2-10	to	O	O	O	
2-11	a	O	O	O	
2-12	destination	O	B-webanno.custom.Participants_	B-ScrPart_target_location	
2-13	of	O	O	O	
2-14	your	O	B-webanno.custom.Participants_	B-ScrPart_passenger	
2-15	choosing	B-UnrelEv	O	O	
2-16	.	O	O	O	

#id=3
#text=Once you decide on your trip , and book any accomodations , you will just need to show up to your airport at least 2 hours in advance .
3-1	Once	O	O	O	
3-2	you	O	B-webanno.custom.Participants_	B-ScrPart_passenger	
3-3	decide	B-RelNScrEv	O	O	
3-4	on	O	O	O	
3-5	your	O	B-webanno.custom.Participants_	B-ScrPart_passenger	
3-6	trip	O	B-webanno.custom.Participants_	B-NPart	
3-7	,	O	O	O	
3-8	and	O	O	O	
3-9	book	B-RelNScrEv	O	O	
3-10	any	O	O	O	
3-11	accomodations	O	B-webanno.custom.Participants_	B-NPart	
3-12	,	O	O	O	
3-13	you	O	B-webanno.custom.Participants_	B-ScrPart_passenger	
3-14	will	O	O	O	
3-15	just	O	O	O	
3-16	need	O	O	O	
3-17	to	O	O	O	
3-18	show	B-ScrEv_get_airport	O	O	
3-19	up	I-ScrEv_get_airport	O	O	
3-20	to	O	O	O	
3-21	your	O	B-webanno.custom.Participants_	B-ScrPart_passenger	
3-22	airport	O	B-webanno.custom.Participants_	B-ScrPart_airport	
3-23	at	O	O	O	
3-24	least	O	O	O	
3-25	2	O	B-webanno.custom.Participants_	B-ScrPart_time/date	
3-26	hours	O	I-webanno.custom.Participants_	I-ScrPart_time/date	
3-27	in	O	O	O	
3-28	advance	O	B-webanno.custom.Participants_	B-No_label	
3-29	.	O	O	O	

#id=4
#text=It 's important to show up early to prevent rushing , and make sure you get through security in a timely manner .
4-1	It	O	B-webanno.custom.Participants_	B-No_label	
4-2	's	B-UnrelEv	O	O	
4-3	important	O	O	O	
4-4	to	O	O	O	
4-5	show	B-ScrEv_get_airport	O	O	
4-6	up	I-ScrEv_get_airport	O	O	
4-7	early	O	O	O	
4-8	to	O	O	O	
4-9	prevent	B-UnrelEv	O	O	
4-10	rushing	B-RelNScrEv	O	O	
4-11	,	O	O	O	
4-12	and	O	O	O	
4-13	make	B-UnrelEv	O	O	
4-14	sure	I-UnrelEv	O	O	
4-15	you	O	B-webanno.custom.Participants_	B-ScrPart_passenger	
4-16	get	B-ScrEv_go_security_checks	O	O	
4-17	through	I-ScrEv_go_security_checks	O	O	
4-18	security	O	B-webanno.custom.Participants_	B-ScrPart_security_check	
4-19	in	O	O	O	
4-20	a	O	O	O	
4-21	timely	O	O	O	
