 # webanno.custom.Participants | Participant | Participants # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=I made sure I had my ticket in advance and checked to make sure my flight was not canceled .
1-1	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	_	_	
1-2	made	O	O	B-UnrelEv	_	_	
1-3	sure	O	O	I-UnrelEv	_	_	
1-4	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	_	_	
1-5	had	O	O	B-UnrelEv	_	_	
1-6	my	B-webanno.custom.Participants_	B-ScrPart_passenger	O	_	_	
1-7	ticket	B-webanno.custom.Participants_	B-ScrPart_ticket	O	_	_	
1-8	in	O	O	O	_	_	
1-9	advance	B-webanno.custom.Participants_	B-No_label	O	_	_	
1-10	and	O	O	O	_	_	
1-11	checked	O	O	B-RelNScrEv	_	_	
1-12	to	O	O	O	_	_	
1-13	make	O	O	B-UnrelEv	_	_	
1-14	sure	O	O	I-UnrelEv	_	_	
1-15	my	B-webanno.custom.Participants_	B-ScrPart_passenger	O	_	_	
1-16	flight	B-webanno.custom.Participants_	B-ScrPart_flight	O	_	_	
1-17	was	O	O	O	_	_	
1-18	not	O	O	O	_	_	
1-19	canceled	O	O	B-RelNScrEv	_	_	
1-20	.	O	O	O	_	_	

#id=2
#text=I had pre-packed what I needed and doubled checked the list to make sure that all my items were approved .
2-1	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	_	_	
2-2	had	O	O	O	_	_	
2-3	pre-packed	O	O	B-ScrEv_pack_luggage	_	_	
2-4	what	O	O	O	_	_	
2-5	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	_	_	
2-6	needed	O	O	B-UnrelEv	_	_	
2-7	and	O	O	O	_	_	
2-8	doubled	O	O	O	_	_	
2-9	checked	O	O	B-RelNScrEv	_	_	
2-10	the	O	O	O	_	_	
2-11	list	B-webanno.custom.Participants_	B-NPart	O	_	_	
2-12	to	O	O	O	_	_	
2-13	make	O	O	O	_	_	
2-14	sure	O	O	O	_	_	
2-15	that	O	O	O	_	_	
2-16	all	O	O	O	_	_	
2-17	my	B-webanno.custom.Participants_	B-ScrPart_passenger	O	_	_	
2-18	items	B-webanno.custom.Participants_	B-ScrPart_personal_belongings	O	_	_	
2-19	were	O	O	O	_	_	
2-20	approved	O	O	B-UnrelEv	_	_	
2-21	.	O	O	O	_	_	

#id=3
#text=Then , I arrived at the airport about one and a half hours early .
3-1	Then	O	O	O	_	_	
3-2	,	O	O	O	_	_	
3-3	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	_	_	
3-4	arrived	O	O	B-ScrEv_get_airport	_	_	
3-5	at	O	O	O	_	_	
3-6	the	O	O	O	_	_	
3-7	airport	B-webanno.custom.Participants_	B-ScrPart_airport	O	_	_	
3-8	about	O	O	O	_	_	
3-9	one	O	O	O	_	_	
3-10	and	O	O	O	_	_	
3-11	a	O	O	O	_	_	
3-12	half	O	O	O	_	_	
3-13	hours	B-webanno.custom.Participants_	B-ScrPart_time/date	O	_	_	
3-14	early	O	O	O	_	_	
3-15	.	O	O	O	_	_	

#id=4
#text=I made sure to go through security first , since there were long lines for that .
4-1	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	_	_	
4-2	made	O	O	B-UnrelEv	_	_	
4-3	sure	O	O	I-UnrelEv	_	_	
4-4	to	O	O	O	_	_	
4-5	go	O	O	B-ScrEv_go_security_checks	_	_	
4-6	through	O	O	I-ScrEv_go_security_checks	_	_	
4-7	security	B-webanno.custom.Participants_	B-ScrPart_security_check	O	_	_	
4-8	first	O	O	O	_	_	
4-9	,	O	O	O	_	_	
4-10	since	O	O	O	_	_	
4-11	there	O	O	O	_	_	
4-12	were	O	O	B-UnrelEv	_	_	
4-13	long	O	O	O	_	_	
4-14	lines	B-webanno.custom.Participants_	B-ScrPart_line	O	_	_	
4-15	for	O	O	O	_	_	
4-16	that	B-webanno.custom.Participants_	B-ScrPart_security_check	O	_	_	
4-17	.	O	O	O	_	_	

#id=5
#text=I had to take off my shoes and put my bags through an x-ray .
5-1	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	_	_	
5-2	had	O	O	O	_	_	
5-3	to	O	O	O	_	_	
5-4	take	O	O	B-ScrEv_go_security_checks	_	_	
5-5	off	O	O	I-ScrEv_go_security_checks	_	_	
5-6	my	B-webanno.custom.Participants_	B-ScrPart_passenger	O	_	_	
5-7	shoes	B-webanno.custom.Participants_	B-NPart	O	_	_	
5-8	and	O	O	O	_	_	
