 # webanno.custom.Participants | Participant | Participants # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=Last Friday , I took an airplane flight to New York for a business trip .
1-1	Last	O	O	O	_	_	
1-2	Friday	B-webanno.custom.Participants_	B-NPart	O	_	_	
1-3	,	O	O	O	_	_	
1-4	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	_	_	
1-5	took	O	O	B-Evoking	_	_	
1-6	an	O	O	I-Evoking	_	_	
1-7	airplane	B-webanno.custom.Participants_	B-ScrPart_flight	I-Evoking	_	_	
1-8	flight	I-webanno.custom.Participants_|B-webanno.custom.Participants_	I-ScrPart_flight|B-ScrPart_flight	I-Evoking	_	_	
1-9	to	O	O	O	_	_	
1-10	New	B-webanno.custom.Participants_	B-ScrPart_target_location	O	_	_	
1-11	York	I-webanno.custom.Participants_	I-ScrPart_target_location	O	_	_	
1-12	for	O	O	O	_	_	
1-13	a	O	O	O	_	_	
1-14	business	B-webanno.custom.Participants_	B-NPart	O	_	_	
1-15	trip	I-webanno.custom.Participants_|B-webanno.custom.Participants_	I-NPart|B-NPart	O	_	_	
1-16	.	O	O	O	_	_	

#id=2
#text=About two weeks before the trip , I went online and determined which airlines flew to New York , and how much it cost for each flight .
2-1	About	O	O	O	_	_	
2-2	two	O	O	O	_	_	
2-3	weeks	B-webanno.custom.Participants_	B-NPart	O	_	_	
2-4	before	O	O	O	_	_	
2-5	the	O	O	O	_	_	
2-6	trip	B-webanno.custom.Participants_	B-NPart	O	_	_	
2-7	,	O	O	O	_	_	
2-8	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	_	_	
2-9	went	O	O	B-RelNScrEv	_	_	
2-10	online	O	O	I-RelNScrEv	_	_	
2-11	and	O	O	O	_	_	
2-12	determined	O	O	B-UnrelEv	_	_	
2-13	which	O	O	O	_	_	
2-14	airlines	B-webanno.custom.Participants_	B-ScrPart_other	O	_	_	
2-15	flew	O	O	B-Evoking	_	_	
2-16	to	O	O	I-Evoking	_	_	
