 # webanno.custom.Participants | Participant | Participants # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=I love to travel the USA , and recently , the world .
1-1	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	_	_	
1-2	love	O	O	B-UnrelEv	_	_	
1-3	to	O	O	O	_	_	
1-4	travel	O	O	B-RelNScrEv	_	_	
1-5	the	O	O	O	_	_	
1-6	USA	B-webanno.custom.Participants_	B-ScrPart_target_location	O	_	_	
1-7	,	O	O	O	_	_	
1-8	and	O	O	O	_	_	
1-9	recently	O	O	O	_	_	
1-10	,	O	O	O	_	_	
1-11	the	O	O	O	_	_	
1-12	world	B-webanno.custom.Participants_	B-ScrPart_target_location	O	_	_	
1-13	.	O	O	O	_	_	

#id=2
#text=Without the advent of the modern airplane this would be both very time consuming and very expensive .
2-1	Without	O	O	O	_	_	
2-2	the	O	O	O	_	_	
2-3	advent	B-webanno.custom.Participants_	B-No_label	O	_	_	
2-4	of	O	O	O	_	_	
2-5	the	O	O	O	_	_	
2-6	modern	O	O	O	_	_	
2-7	airplane	B-webanno.custom.Participants_	B-ScrPart_plane	O	_	_	
2-8	this	O	O	O	_	_	
2-9	would	O	O	O	_	_	
2-10	be	O	O	B-UnrelEv	_	_	
2-11	both	O	O	O	_	_	
2-12	very	O	O	O	_	_	
2-13	time	B-webanno.custom.Participants_	B-No_label	O	_	_	
2-14	consuming	O	O	O	_	_	
2-15	and	O	O	O	_	_	
2-16	very	O	O	O	_	_	
2-17	expensive	O	O	O	_	_	
2-18	.	O	O	O	_	_	

#id=3
#text=To save money , I like to research fares by time and location .
3-1	To	O	O	O	_	_	
3-2	save	O	O	B-UnrelEv	_	_	
3-3	money	B-webanno.custom.Participants_	B-ScrPart_other	O	_	_	
3-4	,	O	O	O	_	_	
3-5	I	B-webanno.custom.Participants_	B-ScrPart_passenger	O	webanno.custom.Corefchains_	1-1	
3-6	like	O	O	O	_	_	
3-7	to	O	O	O	_	_	
3-8	research	O	O	B-RelNScrEv	_	_	
3-9	fares	B-webanno.custom.Participants_	B-ScrPart_other	O	webanno.custom.Corefchains_	3-3	
3-10	by	O	O	O	_	_	
3-11	time	B-webanno.custom.Participants_	B-ScrPart_time/date	O	_	_	
3-12	and	O	O	O	_	_	
3-13	location	B-webanno.custom.Participants_	B-ScrPart_other	O	_	_	
3-14	.	O	O	O	_	_	

#id=4
#text=We live in a small city so many times we can drive a few hours and save a lot of money by flying out of that airport .
4-1	We	B-webanno.custom.Participants_	B-???	O	_	_	
4-2	live	O	O	B-UnrelEv	_	_	
4-3	in	O	O	O	_	_	
4-4	a	O	O	O	_	_	
4-5	small	O	O	O	_	_	
4-6	city	B-webanno.custom.Participants_	B-ScrPart_other	O	_	_	
4-7	so	O	O	O	_	_	
4-8	many	O	O	O	_	_	
4-9	times	B-webanno.custom.Participants_	B-No_label	O	_	_	
