# webanno.custom.Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants					
#id=1					
#text=I was sitting at home thinking about a particular book that I had been wanting to read so I decided to get in my car and drive to the library .					
1-1	I	B-ScrPart_customer	O	_	_
1-2	was	O	O	_	_
1-3	sitting	O	B-UnrelEv	_	_
1-4	at	O	O	_	_
1-5	home	O	O	_	_
1-6	thinking	O	B-UnrelEv	_	_
1-7	about	O	O	_	_
1-8	a	O	O	_	_
1-9	particular	O	O	_	_
1-10	book	B-ScrPart_book	O	_	_
1-11	that	O	O	_	_
1-12	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	1-1
1-13	had	O	O	_	_
1-14	been	O	O	_	_
1-15	wanting	O	O	_	_
1-16	to	O	O	_	_
1-17	read	O	B-RelNScrEv	_	_
1-18	so	O	O	_	_
1-19	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	1-12
1-20	decided	O	B-UnrelEv	_	_
1-21	to	O	O	_	_
1-22	get	O	B-UnrelEv	_	_
1-23	in	O	O	_	_
1-24	my	B-ScrPart_customer	O	webanno.custom.Corefchains_	1-19
1-25	car	O	O	_	_
1-26	and	O	O	_	_
1-27	drive	O	B-ScrEv_get_library	_	_
1-28	to	O	O	_	_
1-29	the	O	O	_	_
1-30	library	B-ScrPart_library	O	_	_
1-31	.	O	O	_	_
					
#id=2					
#text=After I parked my car in the parking lot I got out of my car and entered the library .					
2-1	After	O	O	_	_
2-2	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	1-24
2-3	parked	O	B-UnrelEv	_	_
2-4	my	B-ScrPart_customer	O	webanno.custom.Corefchains_	2-2
2-5	car	O	O	_	_
2-6	in	O	O	_	_
2-7	the	O	O	_	_
2-8	parking	O	O	_	_
2-9	lot	O	O	_	_
2-10	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	2-4
2-11	got	O	B-UnrelEv	_	_
2-12	out	O	O	_	_
2-13	of	O	O	_	_
