# webanno.custom.Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants					
#id=1					
#text=I wanted something interesting to read as I have several days with no plans starting this weekend .					
1-1	I	B-ScrPart_customer	O	_	_
1-2	wanted	O	B-UnrelEv	_	_
1-3	something	B-ScrPart_book	O	_	_
1-4	interesting	O	O	_	_
1-5	to	O	O	_	_
1-6	read	O	B-RelNScrEv	_	_
1-7	as	O	O	_	_
1-8	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	1-1
1-9	have	O	B-UnrelEv	_	_
1-10	several	O	O	_	_
1-11	days	O	O	_	_
1-12	with	O	O	_	_
1-13	no	O	O	_	_
1-14	plans	O	O	_	_
1-15	starting	O	B-UnrelEv	_	_
1-16	this	O	O	_	_
1-17	weekend	O	O	_	_
1-18	.	O	O	_	_
					
#id=2					
#text=I enjoy various types of books but wanted something really different so I decided to go with a good science fiction and something that was rated well by reviewers .					
2-1	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	1-8
2-2	enjoy	O	B-RelNScrEv	_	_
2-3	various	O	O	_	_
2-4	types	O	O	_	_
2-5	of	O	O	_	_
2-6	books	B-ScrPart_book	O	webanno.custom.Corefchains_	1-3
2-7	but	O	O	_	_
2-8	wanted	O	B-UnrelEv	_	_
2-9	something	O	O	_	_
2-10	really	O	O	_	_
2-11	different	O	O	_	_
2-12	so	O	O	_	_
2-13	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	2-1
2-14	decided	O	B-UnrelEv	_	_
2-15	to	O	O	_	_
2-16	go	O	B-???	_	_
2-17	with	O	O	_	_
2-18	a	O	O	_	_
2-19	good	O	O	_	_
2-20	science	B-ScrPart_book	O	_	_
2-21	fiction	I-ScrPart_book|B-ScrPart_book	O	coref_group_books	2-6
2-22	and	O	O	_	_
2-23	something	B-ScrPart_book	O	webanno.custom.Corefchains_	2-21
2-24	that	B-ScrPart_book	O	webanno.custom.Corefchains_	2-23
2-25	was	O	O	_	_
2-26	rated	O	B-UnrelEv	_	_
2-27	well	O	O	_	_
2-28	by	O	O	_	_
2-29	reviewers	O	O	_	_
2-30	.	O	O	_	_
					
#id=3					
#text=I found what I wanted online and drove to the library .					
3-1	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	2-13
3-2	found	O	B-ScrEv_check_catalog	_	_
3-3	what	B-NPart	O	_	_
3-4	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	3-1
3-5	wanted	O	B-RelNScrEv	_	_
3-6	online	O	O	_	_
3-7	and	O	O	_	_
3-8	drove	O	B-ScrEv_get_library	_	_
3-9	to	O	O	_	_
3-10	the	O	O	_	_
3-11	library	B-ScrPart_library	O	_	_
3-12	.	O	O	_	_
					
#id=4					
#text=I asked the librarian where the sci fi section was and showed me .					
4-1	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	3-4
4-2	asked	O	B-ScrEv_ask_librarian	_	_
4-3	the	O	O	_	_
4-4	librarian	B-ScrPart_staff	O	_	_
4-5	where	O	O	_	_
4-6	the	O	O	_	_
4-7	sci	B-ScrPart_location_library	O	_	_
4-8	fi	I-ScrPart_location_library	O	_	_
4-9	section	I-ScrPart_location_library|B-ScrPart_location_library	O	_	_
4-10	was	O	B-UnrelEv	_	_
4-11	and	O	O	_	_
4-12	showed	O	B-RelNScrEv	_	_
4-13	me	B-ScrPart_customer	O	webanno.custom.Corefchains_	4-1
4-14	.	O	O	_	_
					
#id=5					
#text=Before looking for the one I wanted I browsed the books and saw several that looked interesting .					
5-1	Before	O	O	_	_
5-2	looking	O	B-ScrEv_look_for_book	_	_
5-3	for	O	O	_	_
5-4	the	O	O	_	_
5-5	one	B-ScrPart_book	O	webanno.custom.Corefchains_	2-24
5-6	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	4-13
5-7	wanted	O	B-RelNScrEv	_	_
5-8	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	5-6
5-9	browsed	O	B-ScrEv_browse_releases	_	_
5-10	the	O	O	_	_
5-11	books	B-ScrPart_book	O	webanno.custom.Corefchains_	2-6
5-12	and	O	O	_	_
5-13	saw	O	B-RelNScrEv	_	_
5-14	several	O	O	_	_
5-15	that	B-ScrPart_book	O	webanno.custom.Corefchains_	5-11
