 # webanno.custom.Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=In my english class I was recently assigned to read the book brave new world .
1-1	In	O	O	_	_	
1-2	my	B-ScrPart_customer	O	_	_	
1-3	english	O	O	_	_	
1-4	class	O	O	_	_	
1-5	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	1-2	
1-6	was	O	O	_	_	
1-7	recently	O	O	_	_	
1-8	assigned	O	B-UnrelEv	_	_	
1-9	to	O	O	_	_	
1-10	read	O	B-RelNScrEv	_	_	
1-11	the	O	O	_	_	
1-12	book	B-ScrPart_book	O	_	_	
1-13	brave	O	O	_	_	
1-14	new	O	O	_	_	
1-15	world	O	O	_	_	
1-16	.	O	O	_	_	

#id=2
#text=My first idea was to just buy it but when I went to the local bookstore it cost $ 20 .
2-1	My	B-ScrPart_customer	O	webanno.custom.Corefchains_	1-5	
2-2	first	O	O	_	_	
2-3	idea	O	O	_	_	
2-4	was	O	O	_	_	
2-5	to	O	O	_	_	
2-6	just	O	O	_	_	
2-7	buy	O	B-UnrelEv	_	_	
2-8	it	B-ScrPart_book	O	webanno.custom.Corefchains_	1-12	
2-9	but	O	O	_	_	
2-10	when	O	O	_	_	
2-11	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	2-1	
2-12	went	O	B-UnrelEv	_	_	
2-13	to	O	O	_	_	
2-14	the	O	O	_	_	
2-15	local	O	O	_	_	
2-16	bookstore	O	O	_	_	
2-17	it	B-ScrPart_book	O	webanno.custom.Corefchains_	2-8	
2-18	cost	O	B-UnrelEv	_	_	
2-19	$	O	O	_	_	
2-20	20	O	O	_	_	
2-21	.	O	O	_	_	

#id=3
#text=$ 20 for a book is more than I am willing to pay so I decided to go to the local library .
3-1	$	O	O	_	_	
3-2	20	O	O	_	_	
3-3	for	O	O	_	_	
3-4	a	O	O	_	_	
3-5	book	B-ScrPart_book	O	webanno.custom.Corefchains_	2-17	
3-6	is	O	B-UnrelEv	_	_	
3-7	more	O	O	_	_	
3-8	than	O	O	_	_	
3-9	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	2-11	
3-10	am	O	O	_	_	
3-11	willing	O	O	_	_	
3-12	to	O	O	_	_	
3-13	pay	O	B-UnrelEv	_	_	
3-14	so	O	O	_	_	
3-15	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	3-9	
3-16	decided	O	B-UnrelEv	_	_	
3-17	to	O	O	_	_	
3-18	go	O	B-ScrEv_get_library	_	_	
3-19	to	O	O	_	_	
3-20	the	O	O	_	_	
3-21	local	O	O	_	_	
3-22	library	B-ScrPart_library	O	_	_	
3-23	.	O	O	_	_	

#id=4
#text=Calling in ahead to make sure that they did indeed have the book that I wanted , I then headed in the direction of the library .
4-1	Calling	O	B-MissScrEv	_	_	
4-2	in	O	O	_	_	
4-3	ahead	O	O	_	_	
4-4	to	O	O	_	_	
4-5	make	O	B-UnrelEv	_	_	
4-6	sure	O	O	_	_	
4-7	that	O	O	_	_	
4-8	they	B-ScrPart_library	O	webanno.custom.Corefchains_	3-22	
4-9	did	O	O	_	_	
4-10	indeed	O	O	_	_	
4-11	have	O	B-RelNScrEv	_	_	
4-12	the	O	O	_	_	
4-13	book	B-ScrPart_book	O	webanno.custom.Corefchains_	3-5	
4-14	that	O	O	_	_	
4-15	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	3-15	
4-16	wanted	O	B-ScrEv_look_for_book	_	_	
4-17	,	O	O	_	_	
4-18	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	4-15	
4-19	then	O	O	_	_	
4-20	headed	O	B-ScrEv_get_library	_	_	
4-21	in	O	O	_	_	
4-22	the	O	O	_	_	
4-23	direction	O	O	_	_	
4-24	of	O	O	_	_	
4-25	the	O	O	_	_	
4-26	library	B-ScrPart_library	O	webanno.custom.Corefchains_	4-8	
4-27	.	O	O	_	_	

#id=5
#text=When I arrive they had already had the book up front as I requested so that all I had to do was go pick it up .
5-1	When	O	O	_	_	
5-2	I	B-ScrPart_customer	O	webanno.custom.Corefchains_	4-18	
