 # webanno.custom.Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=The other day I decided that I wanted to read a book , but all the ones I had in my home I had read already .
1-1	The	O	O	_	_	
1-2	other	O	O	_	_	
1-3	day	B-NPart	O	_	_	
1-4	I	B-ScrPart_customer	O	_	_	
1-5	decided	O	B-UnrelEv	_	_	
1-6	that	O	O	_	_	
1-7	I	B-ScrPart_customer	O	_	_	
1-8	wanted	O	B-UnrelEv	_	_	
1-9	to	O	O	_	_	
1-10	read	O	B-RelNScrEv	_	_	
1-11	a	O	O	_	_	
1-12	book	B-ScrPart_book	O	_	_	
1-13	,	O	O	_	_	
1-14	but	O	O	_	_	
1-15	all	O	O	_	_	
1-16	the	O	O	_	_	
1-17	ones	B-Head_of_Partitive	O	_	_	
1-18	I	B-ScrPart_customer	O	_	_	
1-19	had	O	B-UnrelEv	_	_	
1-20	in	O	O	_	_	
1-21	my	B-ScrPart_customer	O	_	_	
1-22	home	B-NPart	O	_	_	
1-23	I	B-ScrPart_customer	O	_	_	
1-24	had	O	O	_	_	
1-25	read	O	B-RelNScrEv	_	_	
1-26	already	O	O	_	_	
1-27	.	O	O	_	_	

#id=2
#text=When I was thinking about what to do , I spotted my library card and decided that i 'd go borrow a book .
2-1	When	O	O	_	_	
2-2	I	B-ScrPart_customer	O	_	_	
2-3	was	O	O	_	_	
2-4	thinking	O	B-UnrelEv	_	_	
2-5	about	O	O	_	_	
2-6	what	O	O	_	_	
2-7	to	O	O	_	_	
2-8	do	O	O	_	_	
2-9	,	O	O	_	_	
2-10	I	B-ScrPart_customer	O	_	_	
2-11	spotted	O	B-UnrelEv	_	_	
2-12	my	B-ScrPart_customer	O	_	_	
2-13	library	B-ScrPart_library_card	O	_	_	
2-14	card	I-ScrPart_library_card|B-ScrPart_library_card	O	_	_	
2-15	and	O	O	_	_	
2-16	decided	O	B-UnrelEv	_	_	
2-17	that	O	O	_	_	
2-18	i	B-ScrPart_customer	O	_	_	
2-19	'd	O	O	_	_	
2-20	go	O	B-UnrelEv	_	_	
2-21	borrow	O	B-Evoking	_	_	
2-22	a	O	I-Evoking	_	_	
2-23	book	B-ScrPart_book	I-Evoking	_	_	
2-24	.	O	O	_	_	

#id=3
#text=I drove over and headed inside .
3-1	I	B-ScrPart_customer	O	_	_	
3-2	drove	O	B-ScrEv_get_library|B-ScrEv_get_library	_	_	
3-3	over	O	I-ScrEv_get_library	_	_	
3-4	and	O	O	_	_	
3-5	headed	O	B-ScrEv_other	_	_	
3-6	inside	O	O	_	_	
3-7	.	O	O	_	_	

#id=4
#text=I 've always liked libraries , they 're usually nice and quiet and you never know what kind of interesting books you might find when you 're looking around .
4-1	I	B-ScrPart_customer	O	_	_	
4-2	've	O	O	_	_	
4-3	always	O	O	_	_	
4-4	liked	O	B-UnrelEv	_	_	
4-5	libraries	B-ScrPart_library	O	_	_	
4-6	,	O	O	_	_	
4-7	they	B-ScrPart_library	O	webanno.custom.Corefchains_	4-5	
4-8	're	O	B-UnrelEv	_	_	
4-9	usually	O	O	_	_	
4-10	nice	O	O	_	_	
4-11	and	O	O	_	_	
4-12	quiet	O	O	_	_	
4-13	and	O	O	_	_	
4-14	you	B-ScrPart_customer	O	_	_	
4-15	never	O	O	_	_	
4-16	know	O	B-UnrelEv	_	_	
4-17	what	O	O	_	_	
4-18	kind	B-Head_of_Partitive	O	_	_	
4-19	of	O	O	_	_	
4-20	interesting	O	O	_	_	
4-21	books	B-ScrPart_book	O	_	_	
4-22	you	B-ScrPart_customer	O	_	_	
4-23	might	O	O	_	_	
4-24	find	O	B-RelNScrEv	_	_	
4-25	when	O	O	_	_	
4-26	you	B-ScrPart_customer	O	_	_	
4-27	're	O	O	_	_	
4-28	looking	O	B-UnrelEv|B-UnrelEv	_	_	
4-29	around	O	I-UnrelEv	_	_	
4-30	.	O	O	_	_	

#id=5
#text=I started by looking at the new arrival shelves , but nothing there really caught my eye .
5-1	I	B-ScrPart_customer	O	_	_	
5-2	started	O	B-UnrelEv	_	_	
5-3	by	O	O	_	_	
5-4	looking	O	B-ScrEv_browse_releases	_	_	
5-5	at	O	O	_	_	
5-6	the	O	O	_	_	
5-7	new	O	O	_	_	
5-8	arrival	B-NPart	O	_	_	
5-9	shelves	B-ScrPart_shelf	O	_	_	
5-10	,	O	O	_	_	
5-11	but	O	O	_	_	
5-12	nothing	B-No_label	O	_	_	
5-13	there	O	O	_	_	
5-14	really	O	O	_	_	
5-15	caught	O	B-UnrelEv	_	_	
5-16	my	B-ScrPart_customer	O	_	_	
5-17	eye	B-NPart	O	_	_	
5-18	.	O	O	_	_	

#id=6
#text=I headed over to one of the library computers and brought up the book search .
6-1	I	B-ScrPart_customer	O	_	_	
