 # webanno.custom.Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=I went to my hairdresser a few weeks ago for a hair cut .
1-1	I	B-ScrPart_customer	O	_	_	
1-2	went	O	B-Evoking|B-ScrEv_get_salon	_	_	
1-3	to	O	I-Evoking	_	_	
1-4	my	B-ScrPart_customer	I-Evoking	_	_	
1-5	hairdresser	B-ScrPart_hairdresser	I-Evoking	_	_	
1-6	a	O	O	_	_	
1-7	few	O	O	_	_	
1-8	weeks	B-NPart	O	_	_	
1-9	ago	O	O	_	_	
1-10	for	O	O	_	_	
1-11	a	O	O	_	_	
1-12	hair	B-ScrPart_haircut	O	_	_	
1-13	cut	I-ScrPart_haircut	O	_	_	
1-14	.	O	O	_	_	

#id=2
#text=My appointment was at 3:15 , so I arrived at about 3:10 .
2-1	My	B-ScrPart_customer	O	_	_	
2-2	appointment	B-ScrPart_appointment	O	_	_	
2-3	was	O	B-RelNScrEv	_	_	
2-4	at	O	O	_	_	
2-5	3:15	B-ScrPart_time/date	O	_	_	
2-6	,	O	O	_	_	
2-7	so	O	O	_	_	
2-8	I	B-ScrPart_customer	O	_	_	
2-9	arrived	O	B-ScrEv_enter	_	_	
2-10	at	O	O	_	_	
2-11	about	O	O	_	_	
2-12	3:10	B-ScrPart_time/date	O	_	_	
2-13	.	O	O	_	_	

#id=3
#text=When I got there , Kayla -LRB- my hairdresser -RRB- was still finishing up with her last appointment .
3-1	When	O	O	_	_	
3-2	I	B-ScrPart_customer	O	_	_	
3-3	got	O	B-ScrEv_enter	_	_	
3-4	there	B-ScrPart_salon	O	_	_	
3-5	,	O	O	_	_	
3-6	Kayla	B-ScrPart_hairdresser	O	_	_	
3-7	-LRB-	O	O	_	_	
3-8	my	B-ScrPart_customer	O	_	_	
3-9	hairdresser	B-ScrPart_hairdresser	O	_	_	
3-10	-RRB-	O	O	_	_	
3-11	was	O	O	_	_	
3-12	still	O	O	_	_	
3-13	finishing	O	B-RelNScrEv|B-RelNScrEv	_	_	
3-14	up	O	I-RelNScrEv	_	_	
3-15	with	O	O	_	_	
