 # webanno.custom.Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants
#id=1
#text=I went grocery shopping today .
1-1	I	B-ScrPart_shopper	O	_	_	
1-2	went	O	B-Evoking	_	_	
1-3	grocery	B-ScrPart_groceries	I-Evoking	_	_	
1-4	shopping	O	I-Evoking|B-ScrEv_get_groceries	_	_	
1-5	today	B-NPart	O	_	_	
1-6	.	O	O	_	_	

#id=2
#text=I made a list of things that I needed before I left my house .
2-1	I	B-ScrPart_shopper	O	_	_	
2-2	made	O	B-ScrEv_make_list	_	_	
2-3	a	O	O	_	_	
2-4	list	B-ScrPart_grocery_list	O	_	_	
2-5	of	O	O	_	_	
2-6	things	B-ScrPart_groceries	O	_	_	
2-7	that	O	O	_	_	
2-8	I	B-ScrPart_shopper	O	_	_	
2-9	needed	O	B-UnrelEv	_	_	
2-10	before	O	O	_	_	
2-11	I	B-ScrPart_shopper	O	_	_	
2-12	left	O	B-UnrelEv	_	_	
2-13	my	B-ScrPart_shopper	O	_	_	
2-14	house	B-NPart	O	_	_	
2-15	.	O	O	_	_	

#id=3
#text=When I got to the grocery store , I walked in the door and got a shopping cart .
3-1	When	O	O	_	_	
3-2	I	B-ScrPart_shopper	O	_	_	
3-3	got	O	B-ScrEv_go_grocery	_	_	
3-4	to	O	O	_	_	
3-5	the	O	O	_	_	
3-6	grocery	B-ScrPart_grocery_shop	O	_	_	
3-7	store	I-ScrPart_grocery_shop|B-ScrPart_grocery_shop	O	_	_	
3-8	,	O	O	_	_	
3-9	I	B-ScrPart_shopper	O	_	_	
3-10	walked	O	B-ScrEv_enter	_	_	
3-11	in	O	O	_	_	
3-12	the	O	O	_	_	
3-13	door	B-NPart	O	_	_	
3-14	and	O	O	_	_	
3-15	got	O	B-ScrEv_take_shop_cart	_	_	
3-16	a	O	O	_	_	
3-17	shopping	B-ScrPart_shopping_cart/basket	O	_	_	
3-18	cart	I-ScrPart_shopping_cart/basket|B-ScrPart_shopping_cart/basket	O	_	_	
3-19	.	O	O	_	_	

#id=4
#text=The next thing I did was look at my list to see which items I needed to find .
4-1	The	O	O	_	_	
4-2	next	O	O	_	_	
4-3	thing	B-No_label	O	_	_	
4-4	I	B-ScrPart_shopper	O	_	_	
4-5	did	O	B-UnrelEv	_	_	
4-6	was	O	O	_	_	
4-7	look	O	B-ScrEv_check_list	_	_	
4-8	at	O	O	_	_	
4-9	my	B-ScrPart_shopper	O	_	_	
4-10	list	B-ScrPart_grocery_list	O	_	_	
4-11	to	O	O	_	_	
4-12	see	O	B-UnrelEv	_	_	
4-13	which	O	O	_	_	
4-14	items	B-ScrPart_groceries	O	_	_	
4-15	I	B-ScrPart_shopper	O	_	_	
4-16	needed	O	O	_	_	
4-17	to	O	O	_	_	
4-18	find	O	B-RelNScrEv	_	_	
4-19	.	O	O	_	_	

#id=5
#text=My list said I needed to get bread , cheese and milk .
5-1	My	B-ScrPart_shopper	O	_	_	
5-2	list	B-ScrPart_grocery_list	O	_	_	
5-3	said	O	B-UnrelEv	_	_	
5-4	I	B-ScrPart_shopper	O	_	_	
5-5	needed	O	O	_	_	
5-6	to	O	O	_	_	
5-7	get	O	B-ScrEv_get_groceries	_	_	
5-8	bread	B-ScrPart_groceries	O	_	_	
5-9	,	O	O	_	_	
5-10	cheese	B-ScrPart_groceries	O	_	_	
5-11	and	O	O	_	_	
5-12	milk	B-ScrPart_groceries	O	_	_	
5-13	.	O	O	_	_	

#id=6
#text=First I went to the aisle of bread .
6-1	First	B-No_label	O	_	_	
6-2	I	B-ScrPart_shopper	O	_	_	
6-3	went	O	B-ScrEv_move_section	_	_	
6-4	to	O	O	_	_	
6-5	the	O	O	_	_	
6-6	aisle	B-ScrPart_section	O	_	_	
6-7	of	O	O	_	_	
6-8	bread	B-ScrPart_groceries	O	_	_	
6-9	.	O	O	_	_	

#id=7
#text=There were at least twenty different kinds of bread .
7-1	There	O	O	_	_	
7-2	were	O	B-UnrelEv	_	_	
7-3	at	O	O	_	_	
7-4	least	O	O	_	_	
7-5	twenty	O	O	_	_	
7-6	different	O	O	_	_	
7-7	kinds	B-Head_of_Partitive	O	_	_	
7-8	of	O	O	_	_	
7-9	bread	B-ScrPart_groceries	O	_	_	
