 # webanno.custom.Events | Events # webanno.custom.Participants | Participant
#id=1
#text=Before going shopping I make a shopping list and look through my fridge and cupboards to make sure I buy everything I need .
1-1	Before	O	O	
1-2	going	B-Evoking|B-ScrEv_go_grocery	O	
1-3	shopping	I-Evoking|B-ScrEv_get_groceries	O	
1-4	I	O	B-ScrPart_shopper	
1-5	make	B-ScrEv_make_list	O	
1-6	a	O	O	
1-7	shopping	O	B-ScrPart_grocery_list	
1-8	list	O	I-ScrPart_grocery_list|B-ScrPart_grocery_list	
1-9	and	O	O	
1-10	look	B-UnrelEv|B-UnrelEv	O	
1-11	through	I-UnrelEv	O	
1-12	my	O	B-ScrPart_shopper	
1-13	fridge	O	B-NPart	
1-14	and	O	O	
1-15	cupboards	O	B-NPart	
1-16	to	O	O	
1-17	make	B-UnrelEv	O	
1-18	sure	O	O	
1-19	I	O	B-ScrPart_shopper	
1-20	buy	B-ScrEv_get_groceries	O	
1-21	everything	O	B-ScrPart_groceries	
1-22	I	O	B-ScrPart_shopper	
1-23	need	B-RelNScrEv	O	
1-24	.	O	O	

#id=2
#text=I then get into my car and drive to the store .
2-1	I	O	B-ScrPart_shopper	
2-2	then	O	O	
2-3	get	B-ScrEv_go_grocery	O	
2-4	into	O	O	
2-5	my	O	B-ScrPart_shopper	
2-6	car	O	B-ScrPart_vehicle	
2-7	and	O	O	
2-8	drive	B-ScrEv_go_grocery	O	
2-9	to	O	O	
2-10	the	O	O	
2-11	store	O	B-ScrPart_grocery_shop	
2-12	.	O	O	

#id=3
#text=Upon entering the store I grab a shopping cart and walk to the fresh fruits and vegetables .
3-1	Upon	O	O	
3-2	entering	B-ScrEv_enter	O	
3-3	the	O	O	
3-4	store	O	B-ScrPart_grocery_shop	
3-5	I	O	B-ScrPart_shopper	
3-6	grab	B-ScrEv_take_shop_cart	O	
3-7	a	O	O	
3-8	shopping	O	B-ScrPart_shopping_cart/basket	
3-9	cart	O	I-ScrPart_shopping_cart/basket|B-ScrPart_shopping_cart/basket	
3-10	and	O	O	
3-11	walk	B-ScrEv_move_section	O	
3-12	to	O	O	
3-13	the	O	O	
3-14	fresh	O	O	
3-15	fruits	O	B-ScrPart_groceries	
3-16	and	O	O	
3-17	vegetables	O	B-ScrPart_groceries	
3-18	.	O	O	

#id=4
#text=After getting all of my fresh items I go to the butcher stand and get some chicken and beef .
4-1	After	O	O	
4-2	getting	B-ScrEv_get_groceries	O	
4-3	all	O	O	
4-4	of	O	O	
4-5	my	O	B-ScrPart_shopper	
4-6	fresh	O	B-ScrPart_groceries	
4-7	items	O	I-ScrPart_groceries|B-ScrPart_groceries	
4-8	I	O	B-ScrPart_shopper	
4-9	go	B-ScrEv_move_section	O	
4-10	to	O	O	
4-11	the	O	O	
4-12	butcher	O	B-ScrPart_section	
4-13	stand	O	I-ScrPart_section|B-ScrPart_section	
4-14	and	O	O	
4-15	get	B-ScrEv_get_groceries	O	
4-16	some	O	O	
4-17	chicken	O	B-ScrPart_groceries	
4-18	and	O	O	
4-19	beef	O	B-ScrPart_groceries	
