# webanno.custom.Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants					
#id=1					
#text=I go to my bedroom and select clean clothes to put on after taking a bath .					
1-1	I	B-ScrPart_bather	O	_	_
1-2	go	O	B-RelNScrEv	_	_
1-3	to	O	O	_	_
1-4	my	B-ScrPart_bather	O	webanno.custom.Corefchains_	1-1
1-5	bedroom	B-NPart	O	_	_
1-6	and	O	O	_	_
1-7	select	O	B-ScrEv_take_clean_clothes	_	_
1-8	clean	O	O	_	_
1-9	clothes	B-ScrPart_clothes	O	_	_
1-10	to	O	O	_	_
1-11	put	O	B-ScrEv_get_dressed	_	_
1-12	on	O	I-ScrEv_get_dressed	_	_
1-13	after	O	O	_	_
1-14	taking	O	B-Evoking	_	_
1-15	a	O	I-Evoking	_	_
1-16	bath	B-SuppVComp	I-Evoking	_	_
1-17	.	O	O	_	_
					
#id=2					
#text=Go into the bathroom and turn on the water at let it run until it reaches a comfortable temperature and reaches a good height .					
2-1	Go	O	B-ScrEv_enter_bathroom	_	_
2-2	into	O	O	_	_
2-3	the	O	O	_	_
2-4	bathroom	B-ScrPart_bathroom	O	_	_
2-5	and	O	O	_	_
2-6	turn	O	B-ScrEv_turn_water_on	_	_
2-7	on	O	I-ScrEv_turn_water_on	_	_
2-8	the	O	O	_	_
2-9	water	B-ScrPart_water	O	_	_
2-10	at	O	O	_	_
2-11	let	O	B-UnrelEv	_	_
2-12	it	B-ScrPart_water	O	webanno.custom.Corefchains_	2-9
2-13	run	O	B-ScrEv_fill_water/wait	_	_
2-14	until	O	O	_	_
2-15	it	B-ScrPart_water	O	webanno.custom.Corefchains_	2-12
2-16	reaches	O	B-ScrEv_check_temp	_	_
2-17	a	O	O	_	_
2-18	comfortable	O	O	_	_
2-19	temperature	B-ScrPart_temperature	O	_	_
2-20	and	O	O	_	_
2-21	reaches	O	B-ScrEv_fill_water/wait	_	_
2-22	a	O	O	_	_
2-23	good	O	O	_	_
2-24	height	B-NPart	O	_	_
2-25	.	O	O	_	_
					
#id=3					
#text=I undress and gently touch the water with my foot to ensure its comfort .					
3-1	I	B-ScrPart_bather	O	webanno.custom.Corefchains_	1-4
3-2	undress	O	B-ScrEv_undress	_	_
3-3	and	O	O	_	_
3-4	gently	O	O	_	_
3-5	touch	O	B-ScrEv_check_temp	_	_
3-6	the	O	O	_	_
3-7	water	B-ScrPart_water	O	webanno.custom.Corefchains_	2-15
3-8	with	O	O	_	_
3-9	my	B-ScrPart_bather	O	webanno.custom.Corefchains_	3-1
3-10	foot	B-ScrPart_body_part	O	_	_
3-11	to	O	O	_	_
3-12	ensure	O	B-ScrEv_check_temp	_	_
3-13	its	B-ScrPart_water	O	webanno.custom.Corefchains_	3-7
3-14	comfort	B-???	O	_	_
3-15	.	O	O	_	_
					
#id=4					
#text=Then I go fully into the water and take a deep breath for relaxation .					
4-1	Then	O	O	_	_
4-2	I	B-ScrPart_bather	O	webanno.custom.Corefchains_	3-9
4-3	go	O	B-ScrEv_sink_water	_	_
4-4	fully	O	O	_	_
4-5	into	O	O	_	_
4-6	the	O	O	_	_
4-7	water	B-ScrPart_water	O	webanno.custom.Corefchains_	3-13
4-8	and	O	O	_	_
4-9	take	O	B-ScrEv_relax	_	_
4-10	a	O	O	_	_
4-11	deep	O	O	_	_
4-12	breath	B-SuppVComp	O	_	_
4-13	for	O	O	_	_
4-14	relaxation	O	O	_	_
4-15	.	O	O	_	_
					
#id=5					
#text=I soap up my wash clothe and start cleaning the parts of my body that are not exposed to the water .					
5-1	I	B-ScrPart_bather	O	webanno.custom.Corefchains_	4-2
5-2	soap	O	B-ScrEv_apply_soap	_	_
5-3	up	O	I-ScrEv_apply_soap	_	_
5-4	my	B-ScrPart_bather	O	webanno.custom.Corefchains_	5-1
5-5	wash	B-ScrPart_washing_tools	O	_	_
5-6	clothe	I-ScrPart_washing_tools|B-ScrPart_washing_tools	O	_	_
5-7	and	O	O	_	_
5-8	start	O	B-UnrelEv	_	_
5-9	cleaning	O	B-ScrEv_wash	_	_
5-10	the	O	O	_	_
5-11	parts	O	O	_	_
5-12	of	O	O	_	_
5-13	my	B-ScrPart_bather	O	webanno.custom.Corefchains_	5-4
5-14	body	B-ScrPart_body_part	O	_	_
5-15	that	B-ScrPart_body_part	O	webanno.custom.Corefchains_	5-14
5-16	are	O	O	_	_
5-17	not	O	O	_	_
5-18	exposed	O	B-UnrelEv	_	_
5-19	to	O	O	_	_
5-20	the	O	O	_	_
5-21	water	B-ScrPart_water	O	webanno.custom.Corefchains_	4-7
5-22	.	O	O	_	_
					
#id=6					
#text=After that I stand up and finish soaping my the remainder of my body .					
6-1	After	O	O	_	_
6-2	that	O	O	_	_
6-3	I	B-ScrPart_bather	O	webanno.custom.Corefchains_	5-13
6-4	stand	O	B-RelNScrEv	_	_
6-5	up	O	I-RelNScrEv	_	_
6-6	and	O	O	_	_
6-7	finish	O	B-UnrelEv	_	_
6-8	soaping	O	B-ScrEv_wash	_	_
6-9	my	B-ScrPart_bather	O	webanno.custom.Corefchains_	6-3
6-10	the	O	O	_	_
6-11	remainder	O	O	_	_
6-12	of	O	O	_	_
6-13	my	B-ScrPart_bather	O	webanno.custom.Corefchains_	6-9
6-14	body	B-ScrPart_body_part	O	webanno.custom.Corefchains_	5-15
6-15	.	O	O	_	_
					
#id=7					
#text=I start letting the water drain while turning on the shower and wash my hair .					
7-1	I	B-ScrPart_bather	O	webanno.custom.Corefchains_	6-13
7-2	start	O	B-UnrelEv	_	_
7-3	letting	O	B-UnrelEv	_	_
7-4	the	O	O	_	_
7-5	water	B-ScrPart_water	O	webanno.custom.Corefchains_	5-21
7-6	drain	O	B-ScrEv_open_drain	_	_
7-7	while	O	O	_	_
