# webanno.custom.Events | Events # webanno.custom.Participants | Participant # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants					
#id=1					
#text=Taking a bath is a delightful experience .					
1-1	Taking	B-Evoking	O	_	_
1-2	a	I-Evoking	O	_	_
1-3	bath	I-Evoking	B-SuppVComp	_	_
1-4	is	B-UnrelEv	O	_	_
1-5	a	O	O	_	_
1-6	delightful	O	O	_	_
1-7	experience	O	O	_	_
1-8	.	O	O	_	_
					
#id=2					
#text=I first set the scene by putting on some music , maybe even some candles if I 'm feeling particularly luxurious .					
2-1	I	O	B-ScrPart_bather	_	_
2-2	first	O	O	_	_
2-3	set	B-ScrEv_prepare_bath	O	_	_
2-4	the	O	O	_	_
2-5	scene	O	B-NPart	_	_
2-6	by	O	O	_	_
2-7	putting	B-ScrEv_prepare_bath	O	_	_
2-8	on	I-ScrEv_prepare_bath	O	_	_
2-9	some	O	O	_	_
2-10	music	O	B-ScrPart_in-bath_entertainment	_	_
2-11	,	O	O	_	_
2-12	maybe	O	O	_	_
2-13	even	O	O	_	_
2-14	some	O	O	_	_
2-15	candles	O	B-ScrPart_in-bath_entertainment	_	_
2-16	if	O	O	_	_
2-17	I	O	B-ScrPart_bather	webanno.custom.Corefchains_	2-1
2-18	'm	O	O	_	_
2-19	feeling	B-UnrelEv	O	_	_
2-20	particularly	O	O	_	_
2-21	luxurious	O	O	_	_
2-22	.	O	O	_	_
					
#id=3					
#text=Some people like to have a glass of wine or two , but I prefer a refreshing diet coke in my bath .					
3-1	Some	O	O	_	_
3-2	people	O	B-NPart	_	_
3-3	like	B-UnrelEv	O	_	_
3-4	to	O	O	_	_
3-5	have	B-RelNScrEv	O	_	_
3-6	a	O	O	_	_
3-7	glass	O	O	_	_
3-8	of	O	O	_	_
3-9	wine	O	B-ScrPart_in-bath_entertainment	_	_
3-10	or	O	O	_	_
3-11	two	O	O	_	_
3-12	,	O	O	_	_
3-13	but	O	O	_	_
3-14	I	O	B-ScrPart_bather	webanno.custom.Corefchains_	2-17
3-15	prefer	B-UnrelEv	O	_	_
3-16	a	O	O	_	_
3-17	refreshing	B-RelNScrEv	O	_	_
3-18	diet	O	B-ScrPart_in-bath_entertainment	_	_
3-19	coke	O	I-ScrPart_in-bath_entertainment|B-ScrPart_in-bath_entertainment	_	_
3-20	in	O	O	_	_
3-21	my	O	B-ScrPart_bather	webanno.custom.Corefchains_	3-14
3-22	bath	O	O	_	_
3-23	.	O	O	_	_
					
#id=4					
#text=I like trying out different bath bombs and bath melts from beauty stores like LUSH , they scent the water , create bubbles and contribute to an overall pleasant experience .					
