# webanno.custom.Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants					
#id=1					
#text=As a child , I loved taking baths .					
1-1	As	O	O	_	_
1-2	a	O	O	_	_
1-3	child	O	O	_	_
1-4	,	O	O	_	_
1-5	I	B-ScrPart_bather	O	_	_
1-6	loved	O	B-UnrelEv	_	_
1-7	taking	O	B-Evoking	_	_
1-8	baths	B-SuppVComp	I-Evoking	_	_
1-9	.	O	O	_	_
					
#id=2					
#text=My mother always had to fill the tub for me so that the water would not be too hot or too cold .					
2-1	My	B-ScrPart_bather	O	webanno.custom.Corefchains_	1-5
2-2	mother	B-NPart	O	_	_
2-3	always	O	O	_	_
2-4	had	O	O	_	_
2-5	to	O	O	_	_
2-6	fill	O	B-ScrEv_fill_water/wait	_	_
2-7	the	O	O	_	_
2-8	tub	B-ScrPart_bathtub	O	_	_
2-9	for	O	O	_	_
2-10	me	B-ScrPart_bather	O	webanno.custom.Corefchains_	2-1
2-11	so	O	O	_	_
2-12	that	O	O	_	_
2-13	the	O	O	_	_
2-14	water	B-ScrPart_water	O	_	_
2-15	would	O	O	_	_
2-16	not	O	O	_	_
2-17	be	O	B-UnrelEv	_	_
2-18	too	O	O	_	_
2-19	hot	O	O	_	_
2-20	or	O	O	_	_
2-21	too	O	O	_	_
2-22	cold	O	O	_	_
2-23	.	O	O	_	_
					
#id=3					
#text=I 'd say that the ideal temperature for the water was about 90 degrees .					
3-1	I	B-ScrPart_bather	O	webanno.custom.Corefchains_	2-10
3-2	'd	O	O	_	_
3-3	say	O	B-UnrelEv	_	_
3-4	that	O	O	_	_
3-5	the	O	O	_	_
3-6	ideal	O	O	_	_
3-7	temperature	B-ScrPart_temperature	O	_	_
3-8	for	O	O	_	_
3-9	the	O	O	_	_
3-10	water	B-ScrPart_water	O	webanno.custom.Corefchains_	2-14
3-11	was	O	B-ScrEv_check_temp	_	_
3-12	about	O	O	_	_
3-13	90	B-ScrPart_temperature	O	webanno.custom.Corefchains_	3-7
