# webanno.custom.Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants					
#id=1					
#text=I recently got a flat bicycle tire while riding home from work .					
1-1	I	B-ScrPart_rider	O	_	_
1-2	recently	O	O	_	_
1-3	got	O	B-Evoking	_	_
1-4	a	O	I-Evoking	_	_
1-5	flat	O	I-Evoking	_	_
1-6	bicycle	B-ScrPart_tire	I-Evoking	_	_
1-7	tire	I-ScrPart_tire|B-ScrPart_tire	I-Evoking	_	_
1-8	while	O	O	_	_
1-9	riding	O	B-ScrEv_ride_bike	_	_
1-10	home	B-NPart	O	_	_
1-11	from	O	O	_	_
1-12	work	O	O	_	_
1-13	.	O	O	_	_
					
#id=2					
#text=As soon as I got home , I removed the tire from the bike and checked for the cause .					
2-1	As	O	O	_	_
2-2	soon	O	O	_	_
2-3	as	O	O	_	_
2-4	I	B-ScrPart_rider	O	webanno.custom.Corefchains_	1-1
2-5	got	O	B-RelNScrEv	_	_
2-6	home	B-NPart	O	_	_
2-7	,	O	O	_	_
2-8	I	B-ScrPart_rider	O	webanno.custom.Corefchains_	2-4
2-9	removed	O	B-ScrEv_remove_tire	_	_
2-10	the	O	O	_	_
2-11	tire	B-ScrPart_tire	O	webanno.custom.Corefchains_	1-7
2-12	from	O	O	_	_
2-13	the	O	O	_	_
2-14	bike	B-ScrPart_bicycle	O	_	_
2-15	and	O	O	_	_
2-16	checked	O	B-ScrEv_check_new_tire	_	_
2-17	for	O	O	_	_
2-18	the	O	O	_	_
2-19	cause	B-MissScrPart	O	_	_
2-20	.	O	O	_	_
					
#id=3					
#text=Sure enough , there was a small puncture , I must have run over something sharp while commuting home .					
3-1	Sure	O	O	_	_
3-2	enough	O	O	_	_
3-3	,	O	O	_	_
3-4	there	O	O	_	_
3-5	was	O	B-RelNScrEv	_	_
3-6	a	O	O	_	_
3-7	small	O	O	_	_
3-8	puncture	B-MissScrPart	O	webanno.custom.Corefchains_	2-19
3-9	,	O	O	_	_
3-10	I	B-ScrPart_rider	O	webanno.custom.Corefchains_	2-8
3-11	must	O	O	_	_
3-12	have	O	O	_	_
3-13	run	O	B-RelNScrEv	_	_
3-14	over	O	O	_	_
3-15	something	B-ScrPart_object_damage	O	_	_
3-16	sharp	O	O	_	_
3-17	while	O	O	_	_
3-18	commuting	O	B-ScrEv_ride_bike	_	_
3-19	home	B-NPart	O	_	_
3-20	.	O	O	_	_
					
#id=4					
#text=I then went to the local bike shop and the man at the shop recommended that I buy a patch kit , since doing so is much cheaper than replacing the entire tube .					
4-1	I	B-ScrPart_rider	O	webanno.custom.Corefchains_	3-10
4-2	then	O	O	_	_
4-3	went	O	B-RelNScrEv	_	_
4-4	to	O	O	_	_
4-5	the	O	O	_	_
4-6	local	O	O	_	_
