# webanno.custom.Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants					
#id=1					
#text=The other day my dad was riding his bike and started having trouble steering .					
1-1	The	O	O	_	_
1-2	other	O	O	_	_
1-3	day	O	O	_	_
1-4	my	O	O	_	_
1-5	dad	B-ScrPart_rider	O	_	_
1-6	was	O	O	_	_
1-7	riding	O	B-ScrEv_ride_bike	_	_
1-8	his	B-ScrPart_rider	O	webanno.custom.Corefchains_	1-5
1-9	bike	B-ScrPart_bicycle	O	_	_
1-10	and	O	O	_	_
1-11	started	O	B-UnrelEv	_	_
1-12	having	O	B-ScrEv_notice_problem	_	_
1-13	trouble	B-SuppVComp	O	_	_
1-14	steering	O	B-RelNScrEv	_	_
1-15	.	O	O	_	_
					
#id=2					
#text=He rode the bike back home and then took it into the back yard to have a look at it .					
2-1	He	B-ScrPart_rider	O	webanno.custom.Corefchains_	1-8
2-2	rode	O	B-ScrEv_ride_bike	_	_
2-3	the	O	O	_	_
2-4	bike	B-ScrPart_bicycle	O	webanno.custom.Corefchains_	1-9
2-5	back	O	O	_	_
2-6	home	O	O	_	_
2-7	and	O	O	_	_
2-8	then	O	O	_	_
2-9	took	O	B-RelNScrEv	_	_
2-10	it	B-ScrPart_bicycle	O	webanno.custom.Corefchains_	2-4
2-11	into	O	O	_	_
2-12	the	O	O	_	_
2-13	back	B-ScrPart_location_repair	O	_	_
2-14	yard	I-ScrPart_location_repair	O	_	_
2-15	to	O	O	_	_
2-16	have	O	B-ScrEv_examine_tire	_	_
2-17	a	O	O	_	_
2-18	look	B-SuppVComp	O	_	_
2-19	at	O	O	_	_
2-20	it	B-ScrPart_bicycle	O	webanno.custom.Corefchains_	2-10
2-21	.	O	O	_	_
					
#id=3					
#text=He noticed that the front tire was flat and was n't keeping air in it .					
3-1	He	B-ScrPart_rider	O	webanno.custom.Corefchains_	2-1
3-2	noticed	O	B-ScrEv_notice_problem	_	_
3-3	that	O	O	_	_
3-4	the	O	O	_	_
3-5	front	O	O	_	_
3-6	tire	B-ScrPart_tire	O	_	_
3-7	was	O	B-UnrelEv	_	_
3-8	flat	O	O	_	_
3-9	and	O	O	_	_
3-10	was	O	O	_	_
3-11	n't	O	O	_	_
3-12	keeping	O	B-RelNScrEv	_	_
3-13	air	B-ScrPart_air	O	_	_
3-14	in	O	O	_	_
3-15	it	B-ScrPart_tire	O	webanno.custom.Corefchains_	3-6
3-16	.	O	O	_	_
					
#id=4					
#text=He took it off the bike .					
4-1	He	B-ScrPart_rider	O	webanno.custom.Corefchains_	3-1
4-2	took	O	B-ScrEv_take_tire_off	_	_
4-3	it	B-ScrPart_tire	O	webanno.custom.Corefchains_	3-15
4-4	off	O	O	_	_
4-5	the	O	O	_	_
4-6	bike	B-ScrPart_bicycle	O	webanno.custom.Corefchains_	2-20
4-7	.	O	O	_	_
					
#id=5					
#text=First he pumped it up and tried to see if the tire would hold air .					
5-1	First	O	O	_	_
5-2	he	B-ScrPart_rider	O	webanno.custom.Corefchains_	4-1
5-3	pumped	O	B-ScrEv_refill_tire_air	_	_
5-4	it	B-ScrPart_tire	O	webanno.custom.Corefchains_	4-3
5-5	up	O	O	_	_
5-6	and	O	O	_	_
5-7	tried	O	B-UnrelEv	_	_
5-8	to	O	O	_	_
5-9	see	O	B-ScrEv_examine_tire	_	_
5-10	if	O	O	_	_
5-11	the	O	O	_	_
5-12	tire	B-ScrPart_tire	O	webanno.custom.Corefchains_	5-4
5-13	would	O	O	_	_
5-14	hold	O	B-RelNScrEv	_	_
5-15	air	B-ScrPart_air	O	webanno.custom.Corefchains_	3-13
5-16	.	O	O	_	_
					
#id=6					
#text=It would not .					
6-1	It	B-ScrPart_tire	O	webanno.custom.Corefchains_	5-12
6-2	would	O	B-UnrelEv	_	_
6-3	not	O	O	_	_
6-4	.	O	O	_	_
					
#id=7					
#text=Then he rubbed liquid dish detergent on the tire and pumped it up and looked for where it bubbled to see where the hole was .					
7-1	Then	O	O	_	_
7-2	he	B-ScrPart_rider	O	webanno.custom.Corefchains_	5-2
7-3	rubbed	O	B-RelNScrEv	_	_
7-4	liquid	O	O	_	_
7-5	dish	B-ScrPart_tool	O	_	_
7-6	detergent	I-ScrPart_tool|B-ScrPart_tool	O	_	_
7-7	on	O	O	_	_
7-8	the	O	O	_	_
7-9	tire	B-ScrPart_tire	O	webanno.custom.Corefchains_	6-1
7-10	and	O	O	_	_
7-11	pumped	O	B-ScrEv_refill_tire_air	_	_
7-12	it	B-ScrPart_tire	O	webanno.custom.Corefchains_	7-9
7-13	up	O	O	_	_
7-14	and	O	O	_	_
7-15	looked	O	B-ScrEv_examine_tire	_	_
7-16	for	O	I-ScrEv_examine_tire	_	_
7-17	where	O	O	_	_
7-18	it	B-NPart	O	_	_
