# webanno.custom.Participants | Participant # webanno.custom.Events | Events # webanno.custom.Corefchains | Coref | AttachTo=webanno.custom.Participants					
#id=1					
#text=When you have a flat bicycle tire the first thing you need to do is see where the hole is originating from .					
1-1	When	O	O	_	_
1-2	you	B-ScrPart_rider	O	_	_
1-3	have	O	B-Evoking	_	_
1-4	a	O	I-Evoking	_	_
1-5	flat	O	I-Evoking	_	_
1-6	bicycle	B-ScrPart_tire	I-Evoking	_	_
1-7	tire	I-ScrPart_tire|B-ScrPart_tire	I-Evoking	_	_
1-8	the	O	O	_	_
1-9	first	O	O	_	_
1-10	thing	O	O	_	_
1-11	you	B-ScrPart_rider	O	webanno.custom.Corefchains_	1-2
1-12	need	O	O	_	_
1-13	to	O	O	_	_
1-14	do	O	B-UnrelEv	_	_
1-15	is	O	B-UnrelEv	_	_
1-16	see	O	B-ScrEv_examine_tire	_	_
1-17	where	O	O	_	_
1-18	the	O	O	_	_
1-19	hole	B-MissScrPart	O	_	_
1-20	is	O	O	_	_
1-21	originating	O	B-RelNScrEv	_	_
1-22	from	O	O	_	_
1-23	.	O	O	_	_
					
#id=2					
#text=You have to fully unscrew the tire first and take off the outer rubber .					
2-1	You	B-ScrPart_rider	O	webanno.custom.Corefchains_	1-11
2-2	have	O	O	_	_
2-3	to	O	O	_	_
2-4	fully	O	O	_	_
2-5	unscrew	O	B-ScrEv_loose_nut	_	_
2-6	the	O	O	_	_
2-7	tire	B-ScrPart_tire	O	webanno.custom.Corefchains_	1-7
2-8	first	O	O	_	_
2-9	and	O	O	_	_
2-10	take	O	B-ScrEv_take_tire_off	_	_
2-11	off	O	I-ScrEv_take_tire_off	_	_
2-12	the	O	O	_	_
2-13	outer	O	O	_	_
2-14	rubber	B-ScrPart_tire	O	webanno.custom.Corefchains_	2-7
2-15	.	O	O	_	_
					
#id=3					
#text=Then you have to take off the inner rubber tube off of the tire frame .					
3-1	Then	O	O	_	_
3-2	you	B-ScrPart_rider	O	webanno.custom.Corefchains_	2-1
3-3	have	O	O	_	_
3-4	to	O	O	_	_
3-5	take	O	B-ScrEv_take_tire_off	_	_
3-6	off	O	I-ScrEv_take_tire_off	_	_
3-7	the	O	O	_	_
3-8	inner	O	O	_	_
3-9	rubber	B-ScrPart_tire	O	_	_
3-10	tube	I-ScrPart_tire|B-ScrPart_tire	O	webanno.custom.Corefchains_	2-14
3-11	off	O	O	_	_
3-12	of	O	O	_	_
3-13	the	O	O	_	_
3-14	tire	B-ScrPart_rim	O	_	_
3-15	frame	I-ScrPart_rim|B-ScrPart_rim	O	_	_
3-16	.	O	O	_	_
					
#id=4					
#text=Once you have the inner tube try to find a body of water .					
4-1	Once	O	O	_	_
4-2	you	B-ScrPart_rider	O	webanno.custom.Corefchains_	3-2
4-3	have	O	B-UnrelEv	_	_
4-4	the	O	O	_	_
4-5	inner	O	O	_	_
4-6	tube	B-ScrPart_tire	O	webanno.custom.Corefchains_	3-10
4-7	try	O	B-UnrelEv	_	_
4-8	to	O	O	_	_
4-9	find	O	B-ScrEv_get_tools	_	_
4-10	a	O	O	_	_
4-11	body	B-ScrPart_tool	O	_	_
4-12	of	O	O	_	_
4-13	water	O	O	_	_
4-14	.	O	O	_	_
					
#id=5					
#text=Most easy method is filling the tire back up with air and listening for the sound .					
5-1	Most	O	O	_	_
5-2	easy	O	O	_	_
5-3	method	O	O	_	_
5-4	is	O	B-UnrelEv	_	_
5-5	filling	O	B-ScrEv_refill_tire_air	_	_
5-6	the	O	O	_	_
5-7	tire	B-ScrPart_tire	O	webanno.custom.Corefchains_	4-6
5-8	back	O	O	_	_
5-9	up	O	O	_	_
5-10	with	O	O	_	_
5-11	air	B-ScrPart_air	O	_	_
5-12	and	O	O	_	_
5-13	listening	O	B-ScrEv_examine_tire	_	_
5-14	for	O	O	_	_
5-15	the	O	O	_	_
5-16	sound	B-NPart	O	_	_
5-17	.	O	O	_	_
					
#id=6					
#text=Another method is filling a bucket with water if you are at home .					
6-1	Another	O	O	_	_
6-2	method	O	O	_	_
6-3	is	O	B-UnrelEv	_	_
6-4	filling	O	B-RelNScrEv	_	_
6-5	a	O	O	_	_
6-6	bucket	B-ScrPart_tool	O	webanno.custom.Corefchains_	4-11
6-7	with	O	O	_	_
6-8	water	B-NPart	O	_	_
6-9	if	O	O	_	_
6-10	you	B-ScrPart_rider	O	webanno.custom.Corefchains_	4-2
6-11	are	O	B-UnrelEv	_	_
6-12	at	O	O	_	_
6-13	home	O	O	_	_
6-14	.	O	O	_	_
					
#id=7					
#text=Once the inner tube is submerged in the water you should be able to see bubbles coming out of the hole .					
7-1	Once	O	O	_	_
7-2	the	O	O	_	_
7-3	inner	O	O	_	_
7-4	tube	B-ScrPart_tire	O	webanno.custom.Corefchains_	5-7
7-5	is	O	O	_	_
7-6	submerged	O	B-RelNScrEv	_	_
7-7	in	O	O	_	_
7-8	the	O	O	_	_
7-9	water	B-NPart	O	_	_
7-10	you	B-ScrPart_rider	O	webanno.custom.Corefchains_	6-10
7-11	should	O	O	_	_
7-12	be	O	B-UnrelEv	_	_
7-13	able	O	O	_	_
7-14	to	O	O	_	_
